"#Data was processed in Genespring 11.5.1.  Note filtering was not the same for CSM data as for YPD data, so number of probes differs.  Also, fold changes are NOT log2."																							
	"gal11-myc med3? vs BY4741, YPD"				"gal11? med3? vs BY4741, YPD"					"gal11-myc med3? vs BY4741, CSM"					"gal11? med3? vs BY4741, CSM"					"BY4741 vs BY4742, YPD"			
Probe Set ID	p-value	Corrected p-value	Fold change		Probe Set ID	p-value	Corrected p-value	Fold change		Probe Set ID	p-value	Corrected p-value	Fold change		Probe Set ID	p-value	Corrected p-value	Fold change		Probe Set ID	p-value	Corrected p-value	Fold change
1769983_at	0.6351735	0.80799156	-1.0467005		1769978_at	0.49431872	0.67469084	1.0930018		1771051_at	0.09892379	0.23495743	1.0738904		1771051_at	0.108105876	0.30834067	1.151139		1769938_at	0.82048184	0.9188782	-1.0156494
1769982_at	0.04818788	0.20973141	3.2972095		1769977_at	0.006577807	0.048633207	-1.1415952		1771050_at	0.08083406	0.20288347	-1.0459653		1771050_at	0.10069862	0.29454887	-1.1654686		1769937_at	0.27451962	0.59250104	1.0861179
1769981_at	0.89061767	0.94851387	1.0134912		1769976_at	0.07107025	0.20691444	-1.1755744		1771049_at	0.34580708	0.54529023	-1.1421899		1771049_at	0.16348802	0.39522904	-1.1461886		1769936_at	0.1795127	0.5242041	1.1900108
1769979_at	0.9201361	0.96344817	1.0035272		1769974_at	0.4989396	0.67874575	1.0314815		1771048_at	0.8605732	0.92425984	1.0138016		1771048_at	0.29212618	0.548015	-1.1135757		1769935_at	0.7329291	0.875992	1.0480744
1769978_at	0.78321505	0.8927162	-1.0339551		1769973_at	0.001789721	0.02547691	-4.618794		1771047_at	0.10593121	0.24675177	-1.2084141		1771047_at	0.6526322	0.8267027	-1.0263089		1769934_at	0.97597337	0.98761845	-1.0031172
1769977_at	0.52377176	0.73293775	-1.046236		1769972_at	0.32307744	0.527686	1.1166548		1771046_at	0.010696849	0.041452184	1.2462121		1771046_at	0.53004426	0.7454728	1.0542799		1769933_at	0.4532517	0.7175795	1.069478
1769976_at	0.4160468	0.65292454	-1.0425489		1769970_at	0.7426742	0.8531137	1.0152036		1771045_at	0.07852975	0.19892748	1.085622		1771045_at	0.60424584	0.79748774	-1.0353254		1769932_at	0.072262	0.5033901	-1.2444702
1769974_at	0.51218283	0.72446865	1.0818886		1769969_at	0.92725396	0.9609954	-1.0164583		1771044_at	0.407932	0.6013599	1.0684537		1771044_at	0.08449038	0.2631265	1.0956633		1769931_at	0.16687179	0.5174875	-1.1027666
1769973_at	0.004082585	0.05731097	-4.351103		1769968_at	0.15516031	0.33711794	-1.253071		1771043_at	0.43954033	0.62961024	1.0410448		1771043_at	0.43676418	0.67538685	-1.0298786		1769930_at	0.48911893	0.7414536	-1.0199971
1769972_at	0.022107203	0.137844	1.2908279		1769967_at	2.25E-04	0.008749841	1.209837		1771042_at	5.04E-04	0.004317645	1.3416888		1771042_at	0.019644158	0.09553576	1.1765841		1769929_at	0.8652492	0.9381226	-1.0091709
1769970_at	0.23916931	0.48806947	1.2749788		1769966_at	0.27520904	0.48049113	-1.1347326		1771041_at	0.016193375	0.056973986	1.2627746		1771041_at	0.9584319	0.9836862	-1.0043684		1769928_at	0.8418783	0.92652005	-1.0187638
1769969_at	0.7927862	0.8987045	-1.0461802		1769964_at	0.5505881	0.719904	1.0480196		1771040_at	0.01658298	0.058138855	-1.018329		1771040_at	0.03551112	0.14575893	1.151052		1769927_at	0.6841836	0.8506278	1.0266501
1769968_at	0.21982749	0.46757233	-1.2413137		1769963_at	0.41654724	0.61016595	1.0572109		1771039_at	0.41545326	0.6081813	-1.1403577		1771039_at	0.2380014	0.4885198	-1.1862519		1769926_at	0.89388025	0.951575	1.0174291
1769967_at	0.00166467	0.04185943	1.2111133		1769962_at	1.11E-04	0.006239648	-1.4504507		1771037_at	0.7282803	0.8429877	1.029664		1771037_at	0.58168864	0.78014207	-1.05672		1769925_at	0.72568077	0.8719027	-1.0188919
1769966_at	0.06707039	0.24633397	-1.1915321		1769961_at	0.09875076	0.25534868	1.1044161		1771036_at	0.28297824	0.48135847	-1.1039858		1771036_at	0.30616012	0.5606096	-1.1389663		1769924_at	0.24237895	0.5679745	1.104944
1769964_at	0.89952964	0.9532416	1.0100148		1769960_at	0.1438565	0.322073	-1.1401259		1771035_at	0.10252225	0.24135354	1.1026989		1771035_at	0.13517508	0.35509452	1.0945461		1769923_at	0.6159694	0.8167076	-1.061392
1769963_at	0.017795244	0.12280337	-1.1480197		1769959_at	0.04357003	0.15311843	-2.6599169		1771034_at	0.2758771	0.4732786	-1.1535853		1771034_at	0.32548827	0.5770939	-1.1567653		1769922_at	0.19940178	0.5353629	1.1013237
1769962_at	0.006278802	0.071039334	-1.3920377		1769958_at	9.47E-04	0.018582553	1.3006672		1771033_at	0.9157445	0.95552903	-1.0232096		1771033_at	0.44123825	0.679294	-1.1746173		1769921_at	0.08330907	0.5033901	-1.1113524
1769961_at	0.23129967	0.47977602	1.0522773		1769956_at	0.4254017	0.6177944	-1.0867562		1771032_at	0.57924265	0.7407798	1.0469216		1771032_at	0.9666904	0.98751193	1.0032332		1769920_at	0.78236765	0.9002387	-1.020938
1769960_at	0.611875	0.79240716	1.0253505		1769955_at	0.30153555	0.5063901	-1.3617731		1771031_at	0.4187144	0.6113991	-1.0584561		1771031_at	0.237326	0.48759136	1.0737331		1769919_at	0.8204906	0.9188782	1.0027177
1769959_at	0.3922867	0.63191986	-1.5360308		1769954_at	0.045854647	0.15758288	-1.28148		1771030_at	0.6990981	0.82432896	-1.0389541		1771030_at	0.8384546	0.92959726	-1.0203689		1769918_at	0.5893841	0.8019198	1.0404438
1769958_at	0.39818144	0.63740146	1.1031001		1769953_at	0.806294	0.894973	-1.0227231		1771029_at	0.3784978	0.57521904	-1.1201046		1771029_at	0.1881702	0.42884752	-1.2428257		1769917_at	0.9782862	0.98858905	-1.0013074
1769956_at	0.8806755	0.9433273	1.0121629		1769952_at	0.13055724	0.30316296	1.1629951		1771028_at	0.9115156	0.95275396	-1.0083793		1771028_at	0.8440962	0.93208236	1.0128719		1769916_at	0.30240175	0.61215997	1.0654234
1769955_at	0.16730948	0.40566877	-1.5979544		1769951_at	0.39550033	0.5926775	1.2481122		1771027_at	9.37E-04	0.006640344	1.219322		1771027_at	0.023035811	0.10757552	1.1316053		1769915_at	0.21020119	0.5413979	1.1505421
1769954_at	0.45411173	0.6833221	-1.0758692		1769950_at	0.033089437	0.12897137	-1.2204162		1771026_at	0.5772851	0.73870885	-1.0187701		1771026_at	0.6421678	0.8214456	1.02042		1769914_at	0.77768	0.89762247	-1.02801
1769953_at	0.8339066	0.9200213	-1.0111217		1769949_at	0.053223506	0.17244957	-1.155132		1771025_at	0.63984406	0.78517425	-1.0403411		1771025_at	0.25415498	0.50924194	1.1836514		1769913_s_at	0.5026281	0.74939084	-1.0644193
1769952_at	0.013906092	0.10809383	1.2612282		1769948_at	0.07670396	0.21676534	-1.2251304		1771024_at	0.41785342	0.6103866	1.0914817		1771024_at	0.31201595	0.56556344	1.038724		1769910_at	0.7323375	0.8757122	1.0226644
1769951_at	0.6897111	0.83988196	-1.1228		1769947_at	0.80673397	0.894973	-1.0313541		1771023_at	0.005293772	0.02419853	1.3279443		1771023_at	9.05E-04	0.011558333	1.3216865		1769909_at	0.082480535	0.5033901	1.1998031
1769950_at	0.006148948	0.0702982	-1.2715322		1769946_at	0.001363853	0.021933258	-1.3040948		1771022_at	5.52E-05	0.001096633	-1.7522391		1771022_at	1.99E-04	0.004725778	-2.072434		1769908_at	0.019155283	0.5033901	-1.1617091
1769949_at	0.06537955	0.2424951	-1.2307061		1769945_at	0.19734912	0.393908	-1.1678318		1771021_at	0.47797567	0.66143066	-1.030554		1771021_at	0.14745995	0.372674	1.2340292		1769907_at	0.36328363	0.6594571	-1.0381877
1769948_at	0.012957842	0.10402451	-1.2675217		1769944_at	0.31438503	0.5196734	1.0599833		1771020_at	0.009329154	0.03735764	-1.1929202		1771020_at	0.32856774	0.5789404	-1.1634725		1769906_at	0.85549486	0.93312836	1.0110581
1769947_at	0.14054109	0.36926776	-1.088628		1769943_at	0.052611344	0.17129928	-1.5151473		1771019_at	6.07E-04	0.004896154	-1.3750454		1771019_at	0.11886681	0.3286672	-1.2001212		1769905_at	0.095914945	0.5033901	1.3371719
1769946_at	0.006100519	0.070234545	-1.1795233		1769942_at	0.36878586	0.5695111	1.0305679		1771018_at	0.43747184	0.6280468	-1.0930611		1771018_at	0.45512354	0.689914	-1.1057373		1769904_at	0.17050406	0.51966745	-1.1606692
1769945_at	0.8773526	0.94151175	-1.0168341		1769940_at	0.62740755	0.7762093	-1.0385095		1771017_at	0.23652308	0.42971307	1.1697907		1771017_at	0.36362404	0.6102094	1.1199857		1769903_at	0.16955374	0.51893723	-1.0789605
1769944_at	0.48584232	0.7049589	-1.029111		1769939_s_at	0.20392725	0.40220577	-1.155685		1771016_at	0.90189	0.94767827	1.0115376		1771016_at	0.47376227	0.70354056	-1.0530913		1769902_at	0.64046705	0.82822806	-1.0241171
1769943_at	0.56332386	0.75941175	-1.0780435		1769938_at	0.00601243	0.046628367	-1.7755777		1771015_at	0.25319582	0.44823837	1.0504489		1771015_at	0.5107292	0.7317751	1.1517416		1769901_at	0.18724757	0.5275998	-1.1372156
1769942_at	0.31697646	0.56594163	1.06237		1769937_at	0.005010067	0.042092018	-1.7065768		1771014_at	0.36735162	0.5654183	1.0142828		1771014_at	0.9936172	0.997866	-1.0003016		1769900_at	0.14387956	0.50712955	1.4658947
1769941_at	0.74820495	0.87243253	1.029831		1769936_at	0.09920529	0.25605232	-1.2463915		1771013_at	0.001777667	0.010709122	1.492833		1771013_at	9.98E-04	0.012290357	1.5812969		1769899_at	0.688328	0.85242695	-1.0329322
1769940_at	0.1391342	0.3668359	-1.2102215		1769935_at	0.9944922	0.9963159	1.0007536		1771012_at	0.026584677	0.084134765	1.1752987		1771012_at	0.30458903	0.55979633	-1.1142939		1769898_at	0.4576802	0.7214729	-1.0496873
1769939_s_at	0.12013317	0.33861744	-1.1453732		1769934_at	0.61323977	0.76633525	1.069643		1771011_at	0.5543277	0.7220624	-1.068451		1771011_at	0.5647465	0.76787657	1.0897495		1769897_at	0.073427305	0.5033901	-1.2572747
1769938_at	0.07776492	0.2674308	-1.4497628		1769933_at	0.3550276	0.5565473	-1.0882016		1771010_at	0.07115347	0.18482651	1.2316042		1771010_at	0.16681339	0.39999247	1.1380947		1769896_at	0.4577601	0.7214729	1.1091592
1769937_at	0.017051388	0.12071778	-1.2280132		1769932_at	0.06872871	0.2027404	1.2337989		1771009_at	0.63768375	0.78425616	1.0116432		1771009_at	0.50291574	0.7258809	1.0171604		1769895_at	0.43618497	0.7072074	1.0682775
1769936_at	0.7646208	0.88240105	-1.034253		1769931_at	0.7862463	0.8825359	1.019375		1771008_at	0.58516496	0.7451456	-1.0480869		1771008_at	0.6379393	0.8188161	1.0257742		1769894_at	0.8322502	0.9230631	1.0213987
1769935_at	0.15448673	0.38981915	-1.2020465		1769930_at	0.36337256	0.5644165	-1.1524336		1771007_at	0.9656518	0.98133713	1.0019734		1771007_at	0.005587541	0.037925866	1.2900013		1769893_at	0.67384416	0.8435537	-1.0322701
1769934_at	0.6175678	0.79642266	1.0588254		1769929_at	0.002624207	0.030551488	-1.5997558		1771006_at	0.004750744	0.022310326	-1.2003621		1771006_at	0.007678518	0.047785215	-1.238766		1769892_at	0.36983633	0.6630234	-1.1034214
1769933_at	0.31953162	0.568322	1.1025844		1769928_at	0.70797	0.8306597	-1.0586158		1771005_at	0.011969396	0.045119543	1.1678374		1771005_at	0.019095333	0.09326008	1.1585433		1769891_at	0.6410696	0.8283668	-1.0430856
1769932_at	0.13471729	0.36121455	1.20097		1769927_at	0.19838855	0.3950671	1.1648991		1771004_at	0.23089534	0.4236441	1.0284648		1771004_at	0.10234872	0.2976229	1.0515509		1769890_at	0.09027036	0.5033901	-1.1985414
1769931_at	0.9250345	0.96600527	-1.009889		1769926_at	0.78885996	0.8840486	1.0212754		1771003_at	0.12913671	0.28310677	-1.1017008		1771003_at	0.88643384	0.95013857	-1.007808		1769889_at	0.025669763	0.5033901	-1.3461031
1769929_at	0.48892808	0.70662075	-1.1389894		1769925_at	0.57487327	0.73868245	-1.0274215		1771002_at	0.122467995	0.27251685	1.0548277		1771002_at	0.10780476	0.30778787	1.198134		1769888_at	0.49582475	0.74491566	-1.0358458
1769928_at	0.58506364	0.77505565	-1.0565363		1769923_at	0.4233407	0.61589366	-1.1188688		1771001_at	0.61988205	0.7717101	1.044045		1771001_at	0.9947476	0.99794376	1.0003936		1769887_at	0.056972537	0.5033901	-1.0514536
1769927_at	0.07263285	0.25692487	1.2663206		1769922_at	0.84905493	0.920028	-1.0258172		1771000_at	0.6347963	0.78181607	-1.0249898		1771000_at	0.10016287	0.29388696	-1.2382783		1769885_at	0.014303892	0.5033901	-1.3094912
1769926_at	0.23717524	0.4855105	1.1581002		1769921_at	0.99659723	0.99758285	-1.0002153		1770999_at	0.8628095	0.9252067	1.0126623		1770999_at	0.69006026	0.84770095	-1.0300876		1769884_at	0.72149694	0.869256	1.0152718
1769925_at	0.38910004	0.6296201	1.0640019		1769920_at	0.9110475	0.9525381	-1.004209		1770998_at	0.44942102	0.63765335	1.0565021		1770998_at	0.56320006	0.76713765	-1.0562382		1769883_at	0.42941055	0.7016766	-1.063665
1769923_at	0.9915214	0.9966063	1.0010115		1769919_at	0.08273774	0.22797659	-1.0278945		1770997_at	0.46649414	0.6520655	-1.0564811		1770997_at	0.6773748	0.84139854	1.0355843		1769882_s_at	0.3358921	0.6412329	-1.0861088
1769922_at	0.2995063	0.54714715	-1.1963737		1769918_at	0.9366059	0.9668202	-1.0091082		1770996_at	0.001531186	0.009491093	1.8610457		1770996_at	0.028870676	0.12584713	1.468281		1769880_at	0.057740506	0.5033901	-1.1960304
1769921_at	0.008859523	0.084920235	-1.1523625		1769917_at	0.004045765	0.03813421	-1.2475389		1770995_at	6.87E-05	0.001251286	-1.6141062		1770995_at	1.57E-04	0.004054709	-1.6309073		1769879_at	0.98906404	0.993628	-1.0013428
1769920_at	0.08896348	0.28820065	1.0350085		1769916_at	0.013861504	0.075291954	1.2177279		1770994_at	0.3917693	0.5876808	-1.116439		1770994_at	0.1479761	0.37337402	-1.1880229		1769878_at	0.025760042	0.5033901	1.2119933
1769919_at	0.37227985	0.6154864	-1.0103611		1769915_at	0.6343265	0.78077066	1.0957782		1770993_at	0.6091936	0.76401794	-1.0645288		1770993_at	0.991527	0.9969093	-1.0014247		1769877_at	2.97E-04	0.13843462	-1.035683
1769918_at	0.866082	0.9361339	1.0081925		1769914_at	0.004375254	0.03973313	1.4277853		1770992_at	0.2280466	0.42067745	1.1096221		1770992_at	0.7921208	0.90509164	-1.0251043		1769876_at	0.21458367	0.5440673	-1.5553043
1769917_at	0.014651356	0.11106564	-1.0667834		1769913_s_at	9.47E-05	0.0059778	1.7600367		1770991_at	0.3642824	0.56250924	1.0987016		1770991_at	0.3709672	0.6187316	1.1103947		1769875_at	0.16975792	0.51907563	1.227206
1769916_at	0.03233046	0.16564518	1.2033353		1769911_at	0.20641375	0.40523905	-1.1479586		1770990_at	0.021974087	0.07239458	1.2620096		1770990_at	0.99474543	0.99794376	1.0009056		1769874_at	0.55095994	0.7803892	1.0397749
1769915_at	0.88126945	0.94360614	1.0243901		1769910_at	0.2840839	0.4894253	1.1062127		1770989_at	0.08810165	0.2169389	-1.1668671		1770989_at	0.25343466	0.50862914	-1.1062369		1769871_at	0.87954104	0.9455573	1.0093333
1769914_at	4.09E-04	0.02522025	1.6396486		1769909_at	0.9302098	0.96304303	-1.0086313		1770988_at	0.860168	0.92391545	-1.0045741		1770988_at	0.32444918	0.57626015	1.1674675		1769870_at	0.13241631	0.5036099	1.3027385
1769913_s_at	3.64E-05	0.014680126	2.7944634		1769908_at	0.9480728	0.9727225	-1.0038697		1770987_at	0.002102521	0.012131122	-1.2733436		1770987_at	0.00695756	0.04454143	-1.3667295		1769869_at	0.25014165	0.57344574	1.2155454
1769911_at	0.34357002	0.5897579	-1.1022443		1769907_at	0.019871144	0.09459974	1.2201303		1770986_at	0.33498904	0.5348079	-1.0546623		1770986_at	0.67859674	0.8417402	-1.0645555		1769868_at	0.9510142	0.9764712	1.0054277
1769910_at	0.6333727	0.80737984	-1.0418557		1769906_at	0.00536063	0.04353186	1.5462627		1770985_at	0.8123348	0.8946079	1.0360707		1770985_at	0.6851118	0.8454552	-1.0600064		1769867_at	0.12724507	0.5033901	1.2806432
1769909_at	0.849166	0.9296292	-1.0127314		1769905_at	0.2542508	0.45806167	1.1862273		1770984_at	0.14613791	0.30901608	1.0899802		1770984_at	0.5428371	0.7557807	1.0261623		1769866_at	0.9588471	0.98077106	-1.0022271
1769908_at	0.25709683	0.5071782	1.0482113		1769904_at	0.56553984	0.73162836	1.062365		1770983_at	0.96465844	0.9812933	-1.004754		1770983_at	0.9256148	0.969996	-1.0056016		1769865_at	0.8469166	0.92913496	-1.014982
1769907_at	0.4865819	0.70525914	-1.0367599		1769903_at	0.12991409	0.30218205	1.1095585		1770982_at	0.5300034	0.70230114	1.063505		1770982_at	0.37970456	0.6261427	-1.089119		1769864_at	0.33302537	0.6393267	1.0674311
1769906_at	0.001631432	0.041555036	1.4360445		1769902_at	0.010361587	0.06355365	-1.4157596		1770981_at	0.002065416	0.01198029	-1.4179991		1770981_at	4.35E-04	0.00750373	-2.343177		1769863_at	0.08652662	0.5033901	-1.3289752
1769905_at	0.32795736	0.575954	-1.1343963		1769901_at	0.31835988	0.5238118	1.1459739		1770980_at	0.55657005	0.7235663	1.032704		1770980_at	0.57805943	0.777864	1.0294517		1769862_at	0.24760534	0.5721845	-1.0688097
1769904_at	0.78874856	0.89580405	-1.0251626		1769900_at	0.023747256	0.10492089	1.2784709		1770979_at	0.6553622	0.79549766	1.0190152		1770979_at	0.054839272	0.1986356	-1.228432		1769860_at	0.053577103	0.5033901	-1.916496
1769903_at	0.8004131	0.90145034	-1.0325508		1769899_at	0.24370526	0.44810027	-1.0417637		1770978_at	0.1277747	0.28089356	-1.1598376		1770978_at	0.12048832	0.33152878	-1.1087607		1769858_at	0.24521887	0.5704585	1.0118562
1769902_at	0.079756215	0.2719388	-1.177424		1769898_at	0.98006	0.9889166	-1.001902		1770977_at	0.6236221	0.77448183	-1.0394669		1770977_at	0.6048967	0.797865	-1.0540472		1769857_at	0.07317608	0.5033901	1.2244568
1769901_at	0.38446295	0.6255237	1.0929039		1769897_at	0.049085107	0.16393958	-1.1666483		1770976_at	0.4764934	0.66029924	-1.0499688		1770976_at	9.20E-04	0.011678815	-1.1129726		1769856_at	0.32718518	0.6350642	1.0650697
1769900_at	0.002780959	0.051981725	1.3298233		1769895_at	0.07639422	0.21642818	-1.2310369		1770975_at	0.8076162	0.89152384	-1.0116247		1770975_at	0.6102483	0.8009042	-1.03701		1769855_at	0.52614176	0.7636237	1.0422307
1769899_at	0.29305422	0.540231	-1.1255491		1769894_at	0.2534848	0.45760453	-1.1697179		1770974_at	0.032802865	0.09971341	1.2097149		1770974_at	0.22757165	0.47699562	1.122416		1769854_at	0.07296348	0.5033901	-1.3137738
1769898_at	0.40246585	0.64123225	-1.0820683		1769892_at	0.54692334	0.71692485	-1.0750862		1770973_at	0.4288259	0.6204723	-1.0514218		1770973_at	0.7513892	0.88273287	-1.0266589		1769853_at	0.29433748	0.608103	1.2070764
1769897_at	0.017395051	0.12202681	-1.2496641		1769891_at	0.70308536	0.8269711	1.0252821		1770972_at	0.19127215	0.37227744	1.1998352		1770972_at	0.5183208	0.7377547	1.1051759		1769852_at	0.2444942	0.5700404	-1.1610956
1769895_at	0.16422999	0.40242022	-1.1715103		1769890_at	0.054551035	0.17482664	-1.1990522		1770971_at	0.052948162	0.14730589	1.0244848		1770971_at	0.42372474	0.6646281	1.0048658		1769851_at	0.2192213	0.5487731	-1.1016924
1769894_at	0.1719937	0.4120473	-1.0969306		1769889_at	0.6954477	0.8217255	-1.0499473		1770970_at	0.047172748	0.1344208	-1.2852657		1770970_at	0.34232816	0.59309906	-1.1013595		1769850_at	0.4075854	0.68654126	-1.1504034
1769893_at	0.052652273	0.21942253	-1.1562625		1769888_at	0.007508683	0.052223846	-1.5501825		1770969_at	0.6288203	0.77761096	-1.0196475		1770969_at	0.9623452	0.9855223	-1.0011592		1769849_at	0.6988296	0.85754025	1.0287746
1769892_at	0.94195914	0.97281617	1.0086951		1769887_at	0.42394164	0.6165372	1.0191958		1770968_at	0.002830717	0.015067744	1.1865238		1770968_at	0.001287242	0.014501987	1.3790237		1769848_at	0.105032265	0.5033901	1.3593175
1769891_at	0.5937328	0.78115624	1.0455104		1769886_s_at	0.23757158	0.44186604	1.0972772		1770967_at	0.00758083	0.03188734	1.3581847		1770967_at	0.14773309	0.37302205	-1.1054316		1769847_at	0.80103976	0.9097746	-1.0286072
1769890_at	0.25606996	0.5058651	-1.1218058		1769885_at	0.002920601	0.032465827	1.5093584		1770966_at	0.3114508	0.51050466	-1.0803009		1770966_at	0.7990479	0.90844727	1.0142342		1769845_at	0.57322	0.7910743	1.0659311
1769889_at	0.1220146	0.34163576	-1.2009408		1769884_at	0.8650044	0.9268848	-1.0156617		1770965_at	0.8399183	0.910855	-1.0145864		1770965_at	0.8704375	0.94263613	-1.0063726		1769844_at	0.5371451	0.77037185	1.0313773
1769888_at	0.19345543	0.43759423	-1.1934313		1769883_at	0.003357955	0.0346736	-1.2707578		1770964_at	0.021724442	0.07178512	1.2317098		1770964_at	0.003313998	0.026481176	1.2628689		1769843_at	0.6277616	0.82221663	1.0568057
1769887_at	0.004947701	0.062687874	1.2170624		1769882_s_at	0.7471068	0.85610163	-1.0573852		1770963_at	0.0666373	0.17637323	1.1043292		1770963_at	0.7564223	0.88497436	-1.0526578		1769841_at	0.7377064	0.8784867	-1.0150511
1769886_s_at	0.9302281	0.96847403	-1.0120873		1769880_at	0.028299294	0.11717367	1.2948873		1770962_at	0.001758289	0.010604073	-1.0986341		1770962_at	0.001088052	0.012949794	-1.0995934		1769840_at	0.058774915	0.5033901	1.0883164
1769885_at	0.03427986	0.17039113	1.3071085		1769879_at	0.12809306	0.29924926	-1.1627653		1770961_at	0.80765796	0.89152384	-1.0256385		1770961_at	0.8638737	0.9395082	1.021766		1769839_at	0.8996365	0.9537261	-1.0152366
1769884_at	0.21351194	0.4603863	-1.1941437		1769878_at	0.2861563	0.49150643	1.1095939		1770960_at	0.51980555	0.69510955	-1.0879941		1770960_at	0.7703408	0.89347106	1.0321268		1769838_at	0.565504	0.78718996	-1.0284848
1769883_at	0.022222642	0.1383743	-1.3173591		1769877_at	4.17E-05	0.004460357	-1.1712948		1770959_at	0.7927478	0.88363403	1.0268517		1770959_at	0.8985098	0.95533323	1.0133511		1769837_at	0.33452395	0.6402029	1.1876414
1769882_s_at	0.5074993	0.7212766	-1.0762883		1769876_at	0.3831691	0.5820995	-1.4517357		1770958_at	2.05E-05	6.86E-04	-2.005861		1770958_at	4.41E-05	0.002197502	-1.9062451		1769836_at	0.9757846	0.9875787	-1.0036384
1769880_at	0.27403364	0.5234722	1.1075013		1769875_at	0.39045328	0.5889275	1.1341075		1770957_at	0.005416288	0.024590971	1.5440757		1770957_at	0.9234905	0.96841997	1.0136027		1769835_at	0.28816733	0.60221314	-1.0952841
1769878_at	0.36929452	0.613743	1.0596644		1769874_at	0.117867835	0.28527716	1.1779219		1770956_at	0.8973386	0.94486076	1.0113076		1770956_at	0.2886108	0.5448158	1.1148108		1769834_at	0.0646723	0.5033901	-2.092268
1769877_at	5.59E-04	0.027486177	-1.0768825		1769872_at	0.68992037	0.8184423	1.041971		1770955_at	0.43233183	0.62345237	-1.09859		1770955_at	0.6808651	0.84307814	1.0576439		1769833_at	0.45920974	0.7225952	-1.098578
