gene	name	baseMean	log2_FC	lfcSE	stat	pvalue	padj	minus_log10_pvalue
YBL078C	ATG8	4505.779263	0.013679992	0.183952204	-0.0743671	0.940718287	0.976848292	0.010172878
YBL091C	MAP2	6159.680086	0.077859185	0.102248684	-0.761468823	0.446377094	0.770445778	0.11325792
YBL092W	RPL32	9249.179152	0.179766699	0.231670317	-0.775959135	0.437773115	0.763618576	0.117123516
YBL093C	ROX3	10071.5833	0.387157261	0.237854315	-1.627707537	0.103586914	0.44881233	0.347935221
YBL099W	ATP1	14880.32111	-0.146107092	0.123479659	1.183248264	0.23671077	0.59848719	0.222945141
YBL101C	ECM21	4837.405411	-0.083754083	0.168860333	0.495996197	0.619897094	0.862259897	0.064361812
YBL102W	SFT2	4606.19508	0.192372477	0.129041395	-1.49078114	0.136018965	0.489132238	0.310573712
YBL103C	RTG3	8630.430907	0.181738832	0.120436871	-1.508996631	0.131299644	0.48482098	0.314418595
YBL105C	PKC1	5500.3612	-0.05485721	0.101826871	0.538730194	0.590073036	0.850249626	0.07045355
YBR001C	NTH2	8445.532283	-0.093157725	0.136618759	0.681880922	0.495314249	0.803509782	0.095008831
YBR005W	RCR1	11968.74207	-0.145790552	0.276158438	0.527923583	0.597552376	0.85352658	0.06878295
YBR006W	UGA2	8477.142583	0.106239179	0.149024652	-0.712896674	0.475909697	0.788681224	0.103098498
YBR009C	HHF1	8212.101313	-0.014470611	0.15470907	0.093534342	0.925479069	0.967379988	0.014402901
YBR010W	HHT1	9768.685949	0.054420027	0.171294113	-0.317699343	0.75071301	0.904383507	0.043647367
YBR011C	IPP1	11079.07137	-0.054674553	0.130572342	0.418729974	0.675413487	0.881236543	0.054907502
YBR015C	MNN2	4980.206663	-0.180880369	0.134577347	1.344062522	0.17892817	0.544880787	0.263698506
YBR016W	YBR016W	5923.361646	-0.085518249	0.189610401	0.451020872	0.651974506	0.867816421	0.061572136
YBR025C	OLA1	12214.58753	0.19820399	0.151552133	-1.307827123	0.190931953	0.55456227	0.256049681
YBR026C	ETR1	4577.024374	-0.391028985	0.182752666	2.139662277	0.03238207	0.236118236	0.626870469
YBR031W	RPL4A	4411.517125	0.071388157	0.237801312	-0.300200855	0.764023953	0.908438417	0.041704508
YBR034C	HMT1	6041.648311	0.637569772	0.19665658	-3.242046484	0.001186747	0.035360206	1.451485213
YBR035C	PDX3	9075.672409	0.10275725	0.096403653	-1.065906182	0.286466054	0.633697635	0.198117914
YBR036C	CSG2	7843.04093	-0.055709902	0.122176189	0.455980029	0.648404339	0.867816421	0.061572136
YBR039W	ATP3	6794.075092	-0.13601327	0.123164774	1.104319571	0.269454536	0.629445796	0.201041663
YBR043C	QDR3	6455.883182	-0.129730505	0.157699983	0.822641212	0.410712055	0.741210878	0.130058216
YBR046C	ZTA1	20583.24259	0.277950604	0.090263379	-3.079328586	0.002074677	0.049976458	1.30123453
YBR047W	FMP23	6019.604563	0.148282941	0.158157907	-0.937562618	0.34846923	0.697049274	0.156736521
YBR048W	RPS11B	4908.466848	0.162937425	0.229625926	-0.709577653	0.477966082	0.789415735	0.102694221
YBR054W	YRO2	98962.724	0.237181589	0.150575369	-1.575168565	0.115217541	0.469057751	0.328773683
YBR056W	MRX18	4885.464963	-0.096863296	0.20780671	0.466122082	0.641128118	0.863512041	0.063731602
YBR059C	AKL1	5188.311809	0.259265825	0.188451111	-1.375772336	0.168892129	0.527429303	0.277835745
YBR066C	NRG2	6974.496717	-0.178404713	0.326965468	0.545637783	0.585314947	0.848619487	0.071287
YBR067C	TIP1	34452.68562	0.215602696	0.364207617	-0.591977449	0.553865689	0.830229883	0.080801639
YBR068C	BAP2	45506.79446	0.309208129	0.14097708	-2.193321991	0.028284188	0.224662691	0.648469044
YBR072W	HSP26	93357.74418	0.283533708	0.215369193	-1.316500766	0.188006021	0.55456227	0.256049681
YBR078W	ECM33	7052.803783	-0.158689548	0.257278586	0.61680045	0.537366355	0.823332748	0.08442461
YBR079C	RPG1	6774.121715	0.023574928	0.181022529	-0.130232012	0.896382868	0.960880314	0.017330704
YBR082C	UBC4	9445.78347	0.301663499	0.146766908	-2.055391792	0.039841178	0.262018556	0.581667951
YBR083W	TEC1	5582.817603	-0.484880091	0.290651445	1.668252813	0.095265551	0.42460787	0.372011961
YBR084C-A	RPL19A	11853.62424	0.090999405	0.187463702	-0.485424136	0.627375515	0.862259897	0.064361812
YBR085C-A	YBR085C-A	32078.72667	0.191683629	0.082323043	-2.328432259	0.019889162	0.189792007	0.721722082
YBR086C	IST2	5645.282218	0.006015995	0.18912928	-0.031808901	0.974624448	0.989535253	0.004568729
YBR104W	YMC2	4948.940562	0.317068049	0.176180162	-1.799680765	0.07191106	0.363552471	0.439432899
YBR105C	VID24	25496.58157	0.356378441	0.166474048	-2.140744737	0.032294629	0.236118236	0.626870469
YBR106W	SND3	10084.54014	0.270056021	0.231682949	-1.165627519	0.243765077	0.607973688	0.216115216
YBR109C	CMD1	7014.013395	0.109239797	0.136496343	-0.800312991	0.423529478	0.752065994	0.123744049
YBR111C	YSA1	21167.63624	0.256016715	0.151431146	-1.69064768	0.090904112	0.412996371	0.384053764
YBR114W	RAD16	8168.560326	0.068303732	0.207951248	-0.328460313	0.742563647	0.904184037	0.043743165
YBR117C	TKL2	4601.563196	-0.050970938	0.29889406	0.170531786	0.864591939	0.949737048	0.02239662
YBR118W	TEF2	7361.986948	0.155426706	0.129625761	-1.199041803	0.230511691	0.591364329	0.228144875
YBR121C	GRS1	6018.801111	-0.011530316	0.182535819	0.063167414	0.949633193	0.979703402	0.008905384
YBR126C	TPS1	18406.51822	-0.027368236	0.257683412	0.10620876	0.915416721	0.964291784	0.015791533
YBR127C	VMA2	15833.41949	0.228696477	0.122918541	-1.860553143	0.062807307	0.335263017	0.474614351
YBR140C	IRA1	7574.375362	0.069940649	0.153621574	-0.455278817	0.648908664	0.867816421	0.061572136
YBR143C	SUP45	6859.766192	0.08799859	0.12508716	-0.70349818	0.481745341	0.791927532	0.101314558
YBR145W	ADH5	10916.59376	0.426443846	0.175329028	-2.432248956	0.01500539	0.163491557	0.786504669
YBR147W	RTC2	12954.06406	0.207110394	0.26509378	-0.781272173	0.434642433	0.760884834	0.118681072
YBR149W	ARA1	13809.08281	-0.227674448	0.152547014	1.492487082	0.135571501	0.488726893	0.310933763
YBR151W	APD1	9796.78301	0.243997506	0.115011739	-2.121500892	0.033879673	0.240910157	0.61814489
YBR157C	ICS2	8058.738651	-0.228922601	0.309956365	0.738563961	0.460171815	0.780314576	0.107730281
YBR162C	TOS1	4714.225925	0.326020998	0.223636617	-1.457815823	0.144891316	0.499196115	0.301728803
YBR169C	SSE2	24805.1048	0.530949115	0.207670883	-2.556685399	0.010567474	0.127988849	0.892827866
YBR170C	NPL4	5279.067555	0.014915102	0.109099457	-0.136711056	0.89125919	0.960880314	0.017330704
YBR177C	EHT1	7798.309535	0.189808837	0.177286924	-1.070630776	0.28433548	0.631856621	0.199381459
YBR189W	RPS9B	8163.667839	0.101389246	0.263532129	-0.38473201	0.700435977	0.887834303	0.051668079
YBR191W	RPL21A	6794.817068	0.057419537	0.253874779	-0.22617267	0.821067126	0.934339831	0.029495137
YBR196C	PGI1	39609.70925	0.313312893	0.131235423	-2.387410997	0.016967511	0.176946896	0.75215705
YBR199W	KTR4	9503.247159	0.197276598	0.152426919	-1.29423726	0.19558348	0.556522853	0.254516997
YBR203W	COS111	5597.640056	-0.678200527	0.265699374	2.552510824	0.010694959	0.127988849	0.892827866
YBR207W	FTH1	4691.26698	-0.062702019	0.151519193	0.413822287	0.67900426	0.882828154	0.054123825
YBR208C	DUR1,2	28122.75474	-0.120125086	0.237665715	0.50543717	0.613251818	0.862259897	0.064361812
YBR214W	SDS24	9099.46568	-0.044295381	0.226669255	0.195418565	0.845065284	0.940392771	0.026690718
YBR218C	PYC2	19315.04759	0.228781751	0.164585949	-1.390044242	0.164515443	0.523299589	0.281249606
YBR221C	PDB1	14499.49415	0.000528932	0.075009532	-0.007051534	0.994373737	0.998477067	0.000661905
YBR222C	PCS60	20380.5217	0.071016555	0.097886168	-0.725501434	0.468144465	0.785938487	0.104611444
YBR230C	OM14	12221.8872	-0.379451726	0.210882767	1.799349145	0.071963469	0.363552471	0.439432899
YBR240C	THI2	6769.964431	0.617490283	0.273190809	-2.260289373	0.023803297	0.210623114	0.676493971
YBR241C	VVS1	6222.993746	-0.073012368	0.140447257	0.519856134	0.603163851	0.856269339	0.067389607
YBR242W	YBR242W	6997.425887	0.0661967	0.140482796	-0.471208592	0.637491783	0.862259897	0.064361812
YBR248C	HIS7	9130.203103	0.482570823	0.184540791	-2.614981864	0.008923219	0.119522021	0.922552074
YBR249C	ARO4	18322.42999	0.245568716	0.132906283	-1.84768328	0.064648174	0.341368206	0.46677693
YBR255W	MTC4	4470.443831	0.018075082	0.14670364	-0.123208133	0.901942285	0.961214203	0.017179821
YBR256C	RIB5	29855.27497	0.395934111	0.154546158	-2.561914939	0.010409681	0.127988849	0.892827866
YBR263W	SHM1	8163.736977	-0.023533135	0.103855409	0.226595182	0.820738539	0.934339831	0.029495137
YBR283C	SSH1	4492.144609	-0.043643527	0.114482718	0.381223711	0.703037257	0.887919027	0.051626638
YBR286W	APE3	17475.94391	-0.363520346	0.164123333	2.214921785	0.026765434	0.222031437	0.65358553
YBR287W	YBR287W	10235.94535	-0.228490661	0.199092733	1.147659468	0.25110917	0.607992351	0.216101884
YBR290W	BSD2	4991.727456	-0.01570721	0.103759997	0.151380205	0.879675803	0.953080297	0.020870508
YCL009C	ILV6	21563.50805	0.29933234	0.121920981	-2.45513395	0.01408321	0.156957913	0.804216784
YCL011C	GBP2	7374.066459	-0.008807519	0.087340102	0.10084164	0.919676172	0.965990799	0.01502701
YCL017C	NFS1	5485.127983	0.076634375	0.090684117	-0.84506943	0.398072075	0.734747446	0.133861915
YCL025C	AGP1	60548.99208	0.219189918	0.17244627	-1.271062096	0.203706559	0.556561942	0.254486494
YCL028W	RNQ1	5426.105896	0.048012473	0.091215966	-0.526360406	0.59863782	0.85352658	0.06878295
YCL030C	HIS4	50856.91022	0.547961566	0.200166638	-2.737526953	0.006190305	0.096147286	1.01706297
YCL035C	GRX1	8147.174643	0.125526646	0.134219688	-0.935232736	0.349668371	0.697049274	0.156736521
YCL040W	GLK1	24690.25388	0.166630461	0.247795939	-0.672450331	0.50129705	0.806050323	0.093637843
YCL043C	PDI1	11933.97268	0.147402166	0.193202987	-0.762939371	0.445499554	0.770445778	0.11325792
YCL045C	EMC1	4950.915965	0.040261358	0.091070087	-0.442092019	0.65842262	0.87190111	0.05953277
YCL048W-A	YCL048W-A	7636.529634	0.084283995	0.141159848	-0.597081935	0.550452678	0.830050701	0.080895379
YCL049C	YCL049C	7451.766882	0.109196241	0.128298797	-0.851108846	0.394708892	0.732774977	0.13502937
YCL052C	PBN1	4988.553372	0.100201233	0.201665104	-0.496869468	0.619281104	0.862259897	0.064361812
YCR004C	YCP4	5871.547107	-0.395184438	0.209791483	1.883701054	0.059605424	0.330191769	0.481233757
YCR005C	CIT2	22439.67968	0.274636781	0.238501569	-1.151509327	0.24952276	0.607973688	0.216115216
YCR008W	SAT4	5737.710991	0.273426789	0.117188698	-2.333218083	0.019636702	0.189792007	0.721722082
YCR009C	RVS161	6712.048988	0.141995194	0.12343963	-1.150320961	0.250011701	0.607973688	0.216115216
YCR011C	ADP1	6531.851658	-0.135658296	0.102424929	1.324465606	0.185348458	0.553392125	0.256967025
YCR012W	PGK1	68905.92034	0.306499385	0.187223817	-1.637074755	0.101614851	0.442858752	0.353734768
YCR017C	CWH43	4937.741566	-0.056519552	0.094690157	0.596889405	0.550581222	0.830050701	0.080895379
YCR020C	PET18	6636.19832	0.431186016	0.177155142	-2.433945814	0.014935231	0.163491557	0.786504669
YCR021C	HSP30	32236.79384	0.121579193	0.263570878	-0.461277033	0.64459986	0.864996136	0.062985833
YCR023C	YCR023C	5506.555033	0.092614235	0.158546026	-0.58414731	0.559121207	0.836390331	0.077590997
YCR024C-A	PMP1	7618.970154	0.199244533	0.176327672	-1.129967468	0.258489933	0.61740096	0.209432699
YCR024C-B	YCR024C-B	8372.76099	0.209234537	0.184010015	-1.137082333	0.255503869	0.614556257	0.211438355
YCR026C	NPP1	5926.34953	0.099739056	0.117630427	-0.84790184	0.39649264	0.733687268	0.134489017
YCR031C	RPS14A	11962.44809	0.141846741	0.156768732	-0.90481526	0.365563266	0.705981968	0.151206391
YCR047C	BUD23	4707.936316	0.154178391	0.138302119	-1.114794134	0.264938651	0.62366054	0.205051734
YCR053W	THR4	15676.87813	0.337032493	0.129064518	-2.611348951	0.009018582	0.119535766	0.922502129
YCR068W	ATG15	4389.151439	0.119034458	0.078400314	-1.518290576	0.128941162	0.480548567	0.318262713
YCR069W	CPR4	9766.864424	0.10137196	0.071199361	-1.423776255	0.154511252	0.52080373	0.283325914
YCR082W	AHC2	4527.199824	0.071892665	0.117128974	-0.613790615	0.539353699	0.823332748	0.08442461
YCR083W	TRX3	4592.054919	0.120401942	0.160707917	-0.749197331	0.453738278	0.774804544	0.110807841
YDL005C	MED2	6666.780084	-0.365272242	0.182443451	2.00211211	0.045272675	0.282470539	0.549026842
YDL007W	RPT2	9284.551079	0.132792755	0.101666588	-1.306159252	0.191498407	0.55456227	0.256049681
YDL013W	SLX5	5036.073956	-0.133826556	0.097313549	1.375209902	0.169066379	0.527429303	0.277835745
YDL015C	TSC13	6235.474355	0.019256328	0.095448085	-0.201746612	0.840114821	0.940392771	0.026690718
YDL019C	OSH2	5251.623069	0.136573494	0.180357127	-0.757239244	0.448906543	0.770445778	0.11325792
YDL020C	RPN4	18347.48026	-0.07617404	0.158196526	0.48151525	0.630150344	0.862259897	0.064361812
YDL022W	GPD1	30817.63078	-0.456562953	0.21534228	2.120173302	0.033991433	0.240910157	0.61814489
YDL025C	RTK1	7010.998367	0.107755093	0.180419778	-0.597246567	0.550342773	0.830050701	0.080895379
YDL035C	GPR1	4705.471677	0.035575399	0.096377168	-0.369126839	0.712033185	0.893614441	0.048849822
YDL046W	NPC2	8955.740025	-0.272949322	0.194791161	1.401240797	0.161142078	0.521657282	0.282614726
YDL047W	SIT4	5131.449359	0.093729032	0.129717378	-0.722563418	0.46994815	0.785938487	0.104611444
YDL048C	STP4	26517.91864	0.544022786	0.203354807	-2.675239367	0.007467591	0.108598448	0.964176383
YDL053C	PBP4	5201.341059	0.28606376	0.103540692	-2.762814835	0.005730527	0.092629304	1.0332516
YDL054C	MCH1	10748.34998	0.195141067	0.144126304	-1.353958726	0.175749546	0.538578303	0.268751146
YDL061C	RPS29B	4422.818524	0.286740144	0.177969961	-1.611171585	0.107142329	0.456057728	0.340980181
YDL066W	IDP1	11361.85076	0.363857651	0.151497329	-2.401743016	0.016317167	0.172783678	0.762497287
YDL067C	COX9	10262.14933	0.154687328	0.092104239	-1.679481093	0.093058321	0.420635134	0.376094455
YDL070W	BDF2	11932.61468	0.410672281	0.175344509	-2.342088063	0.01917619	0.186648246	0.728976086
YDL074C	BRE1	5655.769611	0.072096662	0.092778966	-0.777079815	0.437111682	0.763618576	0.117123516
YDL075W	RPL31A	5784.240881	0.17132387	0.186499144	-0.918630863	0.358288683	0.701010519	0.154275465
YDL078C	MDH3	6603.187225	-0.121249945	0.132623079	0.914244687	0.360588288	0.701010519	0.154275465
YDL080C	THI3	4694.58992	0.196445799	0.126310878	-1.555256374	0.119885023	0.473314434	0.324850252
YDL081C	RPP1A	7754.073316	0.161165755	0.204759876	-0.787096372	0.431225453	0.759236595	0.119622867
YDL082W	RPL13A	4683.571358	0.077867415	0.268133888	-0.290404975	0.771506438	0.908438417	0.041704508
YDL083C	RPS16B	5215.642291	0.048666276	0.251763842	-0.193301291	0.846723015	0.94080335	0.026501145
YDL084W	SUB2	5688.086292	0.109952412	0.085671428	-1.283419848	0.199345024	0.556522853	0.254516997
YDL086W	YDL086W	4389.35313	-0.033301442	0.110192794	0.302210709	0.762491441	0.908438417	0.041704508
YDL097C	RPN6	5266.821937	-0.056626724	0.119650097	0.47326935	0.636021026	0.862259897	0.064361812
YDL100C	GET3	4630.186347	0.179241964	0.198323937	-0.903783809	0.366110048	0.706103924	0.151131375
YDL110C	TMA17	13727.20025	-0.205488625	0.190402865	1.079230739	0.28048488	0.630012192	0.200651046
YDL115C	IWR1	5468.875727	0.0618861	0.14551213	-0.425298567	0.670619038	0.878119996	0.056446133
YDL122W	UBP1	5843.67395	0.1007957	0.111767074	-0.901837159	0.367143377	0.707162705	0.150480651
YDL123W	SNA4	5893.155711	0.177598414	0.125892898	-1.410710343	0.15833004	0.520903371	0.283242832
YDL124W	YDL124W	15762.68965	0.123897105	0.195289808	-0.634426888	0.525802267	0.822429409	0.084901368
YDL125C	HNT1	8563.099388	0.172060393	0.156726795	-1.097836479	0.272275899	0.629646523	0.20090319
YDL126C	CDC48	24748.36055	0.062092071	0.100879338	-0.615508306	0.538219085	0.823332748	0.08442461
YDL128W	VCX1	10806.33134	-0.05670108	0.093928801	0.603660214	0.546069571	0.828754234	0.08157424
YDL131W	LYS21	12066.18894	0.382979049	0.11363742	-3.370184309	0.000751179	0.028433484	1.546169924
YDL133C-A	RPL41B	5860.169704	0.195721615	0.151398112	-1.292761266	0.196093641	0.556522853	0.254516997
YDL134C	PPH21	6161.69963	0.109484605	0.085275537	-1.283892302	0.199179641	0.556522853	0.254516997
YDL137W	ARF2	8287.847332	0.110468367	0.087496781	-1.262542066	0.206753799	0.558357189	0.253087888
YDL140C	RPO21	7285.742455	0.025525342	0.099484094	-0.256577118	0.797505241	0.921355328	0.035572848
YDL147W	RPN5	9798.142022	0.095714257	0.107932357	-0.886798541	0.375187373	0.716043876	0.145060365
YDL168W	SFA1	7393.610589	-0.041238386	0.162314414	0.254064841	0.799445465	0.922680142	0.034948826
YDL170W	UGA3	18249.16795	0.210099305	0.138110403	-1.521241708	0.128199193	0.480548567	0.318262713
YDL171C	GLT1	18839.64752	0.051885993	0.148569664	-0.349236794	0.726911546	0.898968635	0.046255461
YDL174C	DLD1	8001.21582	-0.176406651	0.115766986	1.523807923	0.1275567	0.480548567	0.318262713
YDL180W	YDL180W	4638.294035	0.08931163	0.110602868	-0.807498314	0.419379445	0.749557213	0.125195212
YDL182W	LYS20	24656.03988	0.708504341	0.159330967	-4.446745999	8.72E-06	0.002300987	2.638085821
YDL184C	RPL41A	5756.651014	0.118179504	0.106592807	-1.108700552	0.267559384	0.627025201	0.202715004
YDL185W	VMA1	16217.99564	0.102157078	0.093593669	-1.091495596	0.275054869	0.629646523	0.20090319
YDL192W	ARF1	4658.590166	0.214983798	0.138845821	-1.54836348	0.121534809	0.474440697	0.323818064
YDL195W	SEC31	6584.319554	-0.041432632	0.105141643	0.394064909	0.693533118	0.887648549	0.051758952
YDL198C	GGC1	8099.264946	0.354815761	0.171248219	-2.071938393	0.038271187	0.259037257	0.586637768
YDL204W	RTN2	5576.293402	-0.795326018	0.296085334	2.686137835	0.007228326	0.106631954	0.972112631
YDL210W	UGA4	15865.37475	-0.26120049	0.199377474	1.31008025	0.190168689	0.55456227	0.256049681
YDL215C	GDH2	10793.3233	0.052090825	0.089769536	-0.580272855	0.56173063	0.836984114	0.077282785
YDL223C	HBT1	5654.988509	-0.249778464	0.28064726	0.89000856	0.37346129	0.713682569	0.14649491
YDL229W	SSB1	12683.85257	0.100287639	0.281314716	-0.356496242	0.721468966	0.898968635	0.046255461
YDL231C	BRE4	5322.813265	-0.021572185	0.087349349	0.24696446	0.804935729	0.925294181	0.033720169
YDL234C	GYP7	10512.99164	-0.408717533	0.222530053	1.83668465	0.066256463	0.344923755	0.462276894
YDL236W	PHO13	5389.132018	0.232168177	0.157394489	-1.475071835	0.140193232	0.492370122	0.307708309
YDL237W	AIM6	5834.635676	0.07102682	0.113176982	-0.627573013	0.530283692	0.823208628	0.084490087
YDR001C	NTH1	20248.29235	0.243710328	0.142910586	-1.705334322	0.08813209	0.407192567	0.390200158
YDR002W	YRB1	7675.866437	0.216613896	0.157165908	-1.378249898	0.168126146	0.527429303	0.277835745
YDR006C	SOK1	8663.033685	0.100197329	0.168723557	-0.593855003	0.552609097	0.830050701	0.080895379
YDR011W	SNQ2	11911.33714	0.597334767	0.086341989	-6.918241948	4.57E-12	6.68E-09	8.17546225
YDR023W	SES1	4602.091824	0.12680265	0.20430735	-0.620646541	0.534832211	0.823332748	0.08442461
YDR025W	RPS11A	6194.678854	0.102091439	0.226277301	-0.451178437	0.651860949	0.867816421	0.061572136
YDR028C	REG1	9091.19775	0.023236547	0.081799549	-0.284066934	0.776359086	0.909698448	0.041102546
YDR032C	PST2	4469.07107	-0.336448431	0.155321606	2.166140561	0.030300448	0.228034296	0.641999831
YDR033W	MRH1	15516.03165	0.298753003	0.155530351	-1.920866258	0.054748571	0.314162412	0.502845777
YDR034C	LYS14	8733.701588	0.152856571	0.121360023	-1.25952984	0.207839019	0.558830511	0.25271989
YDR035W	ARO3	44652.08113	0.506250923	0.144080712	-3.513662009	0.000441975	0.020815587	1.68161133
YDR037W	KRS1	29982.65213	0.537744109	0.180246692	-2.983378514	0.002850852	0.062123041	1.206747295
YDR043C	NRG1	21626.69181	-0.280055423	0.152816631	1.832623985	0.066858509	0.344923755	0.462276894
YDR046C	BAP3	7391.851989	0.36626718	0.228413014	-1.603530257	0.108817635	0.458284729	0.338864614
YDR050C	TPI1	36626.37372	0.321941292	0.16648661	-1.933736841	0.053145492	0.308103297	0.511303654
YDR054C	CDC34	9067.058571	0.000369694	0.085003712	-0.004349146	0.996529894	0.99945096	0.00023851
YDR055W	PST1	38138.35464	0.239911682	0.236080173	-1.016229693	0.30952002	0.661638695	0.179379103
YDR056C	EMC10	4469.737055	0.281414744	0.25875326	-1.087579509	0.276780781	0.630012192	0.200651046
YDR064W	RPS13	8880.937685	0.103433124	0.264554012	-0.390971669	0.695818177	0.887648549	0.051758952
YDR070C	FMP16	21950.36814	0.083037535	0.247578819	-0.335398379	0.737324591	0.903857181	0.043900187
YDR072C	IPT1	9219.295714	-0.2541045	0.201662747	1.260046803	0.207652479	0.558830511	0.25271989
YDR074W	TPS2	16310.25695	-0.814214813	0.312997203	2.60134853	0.009285806	0.119821458	0.921465401
YDR077W	SED1	183308.1352	-0.135322077	0.137134714	0.986782066	0.323749488	0.679129674	0.168047293
YDR080W	VPS41	5536.886305	0.084700192	0.192525218	-0.439943365	0.659978127	0.87190111	0.05953277
YDR099W	BMH2	21538.416	0.039535712	0.106110989	-0.372588291	0.709454889	0.892934602	0.049180348
YDR119W-A	COX26	8521.515155	-0.546981359	0.265429177	2.060743155	0.03932755	0.260991924	0.583372931
YDR120C	TRM1	4961.245613	0.038160221	0.097640664	-0.390823035	0.695928047	0.887648549	0.051758952
YDR122W	KIN1	4846.935202	0.058390022	0.16904829	-0.345404394	0.729790375	0.898968635	0.046255461
YDR127W	ARO1	13332.63197	0.180279024	0.087072163	-2.070455323	0.038409726	0.259037257	0.586637768
YDR129C	SAC6	10014.26474	-0.17649439	0.155751223	1.133181407	0.25713808	0.61740096	0.209432699
YDR133C	YDR133C	36225.20629	-0.314154956	0.259840982	1.209027742	0.226652188	0.584856977	0.232950325
YDR135C	YCF1	4484.805056	-0.075119326	0.091872135	0.817650813	0.413556604	0.743586997	0.128668213
YDR145W	TAF12	5005.792067	0.059217978	0.08487694	-0.69769218	0.48536972	0.794439227	0.09993932
YDR148C	KGD2	8230.70903	-0.221054648	0.14473162	1.527341761	0.12667605	0.480548567	0.318262713
YDR151C	CTH1	4377.22483	0.124577712	0.090582177	-1.375300488	0.169038305	0.527429303	0.277835745
YDR154C	YDR154C	10293.88482	0.093736902	0.105253326	-0.890583753	0.373152519	0.713682569	0.14649491
