gene	name	baseMean	log2_FC	lfcSE	stat	pvalue	padj	minus_log10_pvalue
YAL001C	TFC3	3711.709608	0.010813587	0.14430536	-0.074935452	0.94026607	0.999020118	0.000425766
YAL002W	VPS8	3678.371812	-0.005784734	0.107700429	0.053711338	0.957165149	0.999020118	0.000425766
YAL003W	EFB1	8062.936704	0.034709429	0.202680652	-0.171251814	0.864025767	0.999020118	0.000425766
YAL005C	SSA1	22674.35876	0.206005031	0.234062313	-0.88012901	0.378789425	0.999020118	0.000425766
YAL008W	FUN14	3237.268957	-0.011061045	0.122278577	0.090457752	0.927923466	0.999020118	0.000425766
YAL012W	CYS3	6494.226749	-0.07148673	0.161146103	0.443614387	0.657321402	0.999020118	0.000425766
YAL013W	DEP1	3771.076468	-0.054491815	0.103576286	0.526103191	0.598816511	0.999020118	0.000425766
YAL014C	SYN8	2962.39388	-0.009376038	0.12004545	0.078104069	0.937745271	0.999020118	0.000425766
YAL015C	NTG1	3196.338811	0.010924807	0.123091141	-0.088753804	0.929277572	0.999020118	0.000425766
YAL016W	TPD3	6038.16983	0.034812449	0.149232912	-0.23327595	0.815547133	0.999020118	0.000425766
YAL017W	PSK1	6425.810599	0.162663914	0.173736267	-0.936269191	0.349134607	0.999020118	0.000425766
YAL019W	FUN30	3083.208237	-0.092405386	0.156508251	0.590418623	0.554910028	0.999020118	0.000425766
YAL021C	CCR4	3065.971729	-0.034877209	0.111842953	0.311840913	0.755161429	0.999020118	0.000425766
YAL022C	FUN26	2497.894946	0.181439103	0.094139916	-1.927334452	0.053937963	0.771591346	0.112612652
YAL023C	PMT2	2789.445955	0.140352225	0.084238618	-1.666126874	0.095688147	0.911495136	0.040245644
YAL025C	MAK16	3080.033872	0.228248178	0.181030028	-1.260830483	0.207369929	0.999020118	0.000425766
YAL026C	DRS2	6433.764916	0.036297903	0.162543406	-0.223312061	0.823292641	0.999020118	0.000425766
YAL029C	MYO4	3148.52308	-0.103597197	0.15041492	0.688742828	0.49098512	0.999020118	0.000425766
YAL031C	GIP4	4401.63527	-0.000502277	0.127069033	0.003952792	0.996846137	0.999714801	0.000123878
YAL032C	PRP45	2136.297346	-0.096482919	0.094602682	1.019875091	0.307787704	0.999020118	0.000425766
YAL034C	FUN19	9539.869108	-0.015461981	0.172186567	0.089797836	0.928447867	0.999020118	0.000425766
YAL035W	FUN12	6566.626893	-0.000232035	0.156585138	0.001481845	0.99881766	0.999714801	0.000123878
YAL036C	RBG1	3070.229499	0.013717946	0.186382063	-0.073601212	0.941327707	0.999020118	0.000425766
YAL038W	CDC19	126942.0841	0.09344414	0.186680885	-0.50055548	0.616684001	0.999020118	0.000425766
YAL039C	CYC3	3555.469488	0.122236461	0.147022903	-0.83141101	0.405741481	0.999020118	0.000425766
YAL040C	CLN3	3373.638529	0.000598376	0.280282935	-0.0021349	0.998296598	0.999714801	0.000123878
YAL041W	CDC24	2953.771191	0.092089109	0.0914002	-1.007537287	0.313676649	0.999020118	0.000425766
YAL042W	ERV46	5170.251304	-0.049312529	0.111965979	0.44042422	0.659629887	0.999020118	0.000425766
YAL043C	PTA1	3871.920178	-0.074987553	0.10335828	0.72551084	0.468138697	0.999020118	0.000425766
YAL044C	GCV3	4991.801916	0.210480766	0.138787519	-1.516568397	0.129375689	0.936945704	0.028285576
YAL048C	GEM1	2257.073107	-0.065615264	0.121207062	0.541348525	0.58826738	0.999020118	0.000425766
YAL049C	AIM2	2330.665973	-0.055406398	0.103701337	0.534288175	0.593142172	0.999020118	0.000425766
YAL051W	OAF1	3988.613123	-0.144519924	0.120371579	1.200615002	0.229900579	0.999020118	0.000425766
YAL053W	FLC2	9241.030391	-0.044687608	0.150993865	0.29595645	0.76726334	0.999020118	0.000425766
YAL054C	ACS1	2175.180972	-0.145585292	0.149934537	0.970992379	0.331552074	0.999020118	0.000425766
YAL056W	GPB2	6615.697127	0.008431855	0.087425475	-0.096446204	0.923166198	0.999020118	0.000425766
YAL060W	BDH1	6527.556729	-0.117096853	0.1805818	0.648442163	0.516699007	0.999020118	0.000425766
YAL061W	BDH2	31543.49693	-0.585928884	0.246716514	2.374907436	0.017553352	0.480990607	0.317863404
YAL062W	GDH3	13738.08421	-0.263628172	0.233045401	1.131230954	0.257957897	0.999020118	0.000425766
YAR002C-A	ERP1	2105.554278	0.028962658	0.100552401	-0.288035467	0.77331959	0.999020118	0.000425766
YAR002W	NUP60	2547.295733	0.037665525	0.093569072	-0.402542464	0.687284843	0.999020118	0.000425766
YAR014C	BUD14	4275.114451	-0.014893497	0.098499921	0.151203132	0.87981548	0.999020118	0.000425766
YAR015W	ADE1	3033.127863	-0.168115266	0.146159991	1.150213985	0.250055747	0.999020118	0.000425766
YAR019C	CDC15	2060.065551	-0.199551929	0.178668671	1.116882599	0.264044526	0.999020118	0.000425766
YAR027W	UIP3	3639.254823	-0.151675992	0.119881117	1.265220042	0.20579246	0.999020118	0.000425766
YAR028W	YAR028W	3009.477589	-0.091010695	0.120330077	0.756342028	0.449444156	0.999020118	0.000425766
YAR042W	SWH1	4163.508929	-0.046780971	0.170445569	0.274462814	0.783728977	0.999020118	0.000425766
YBL001C	ECM15	6757.922291	0.116210006	0.119398019	-0.973299282	0.330404579	0.999020118	0.000425766
YBL002W	HTB2	3656.053037	0.38357571	0.139509048	-2.749468342	0.005969203	0.307000696	0.51286064
YBL003C	HTA2	2892.30595	0.212725747	0.215453474	-0.987339601	0.323476183	0.999020118	0.000425766
YBL004W	UTP20	2746.198653	-0.199797652	0.141817451	1.408836859	0.158883413	0.960483275	0.017510193
YBL005W	PDR3	2433.350485	-0.075206767	0.148182825	0.507526884	0.611785178	0.999020118	0.000425766
YBL006C	LDB7	2688.87088	0.044441556	0.154304532	-0.288011992	0.773337559	0.999020118	0.000425766
YBL007C	SLA1	8389.833747	-0.087073417	0.108255502	0.804332487	0.421204981	0.999020118	0.000425766
YBL011W	SCT1	3731.854419	-0.056075911	0.18083027	0.310102454	0.756483046	0.999020118	0.000425766
YBL015W	ACH1	3847.99293	-0.250499384	0.167332671	1.497014202	0.134389563	0.941756255	0.026061487
YBL016W	FUS3	2230.305514	0.090240961	0.141717773	-0.6367653	0.524277732	0.999020118	0.000425766
YBL017C	PEP1	6084.35574	-0.097272051	0.092927481	1.046752265	0.295213852	0.999020118	0.000425766
YBL019W	APN2	2071.947772	-0.039415734	0.108627048	0.362853775	0.716714119	0.999020118	0.000425766
YBL020W	RFT1	2299.868873	0.000677384	0.136514729	-0.004961984	0.996040926	0.999714801	0.000123878
YBL022C	PIM1	6105.698305	0.107659857	0.090257165	-1.192812303	0.232942891	0.999020118	0.000425766
YBL024W	NCL1	2728.071859	0.144105365	0.188405535	-0.764867999	0.444350152	0.999020118	0.000425766
YBL027W	RPL19B	13138.50034	0.149803227	0.200656022	-0.746567308	0.455324788	0.999020118	0.000425766
YBL029C-A	YBL029C-A	2166.18928	-0.175819757	0.169985417	1.034322588	0.30098538	0.999020118	0.000425766
YBL029W	YBL029W	2182.498432	0.565912205	0.176501204	-3.206279571	0.001344633	0.183094907	0.737323735
YBL030C	PET9	12069.49453	-0.309093522	0.191825635	1.611325414	0.107108814	0.922847335	0.034870137
YBL033C	RIB1	10496.42757	0.245612837	0.126017237	-1.949041606	0.051290456	0.766585502	0.115439399
YBL036C	YBL036C	6904.051515	0.055207016	0.125089295	-0.441340852	0.658966255	0.999020118	0.000425766
YBL038W	MRPL16	2795.023495	-0.047128241	0.144385663	0.326405264	0.744117755	0.999020118	0.000425766
YBL039C	URA7	2863.959526	0.184084275	0.2602494	-0.707337941	0.479356493	0.999020118	0.000425766
YBL041W	PRE7	5682.600007	0.006102429	0.146609178	-0.041623787	0.96679861	0.999020118	0.000425766
YBL042C	FUI1	2468.144101	-0.357173464	0.33216114	1.075301776	0.282239641	0.999020118	0.000425766
YBL043W	ECM13	5530.087235	-0.300996271	0.204322437	1.473143504	0.140712345	0.941756255	0.026061487
YBL045C	COR1	11031.71066	-0.005153841	0.172518686	0.029874101	0.976167461	0.999020118	0.000425766
YBL047C	EDE1	8235.251495	0.107327941	0.142295759	-0.754259592	0.450693361	0.999020118	0.000425766
YBL048W	RRT1	3203.054667	0.28654062	0.140475365	-2.039792668	0.04137098	0.724100458	0.140201178
YBL049W	MOH1	10530.45172	0.054589425	0.110212412	-0.495311047	0.620380574	0.999020118	0.000425766
YBL050W	SEC17	5669.713884	-0.047397398	0.141128489	0.33584571	0.736987218	0.999020118	0.000425766
YBL051C	PIN4	3181.109858	-0.078866991	0.104409694	0.755360817	0.450032517	0.999020118	0.000425766
YBL054W	TOD6	4846.767039	-0.151816464	0.19404371	0.782382816	0.433989629	0.999020118	0.000425766
YBL055C	YBL055C	2401.203148	-0.320528811	0.177321738	1.807611491	0.070666988	0.823073331	0.08456147
YBL056W	PTC3	6416.232551	-0.125348477	0.082044931	1.527802823	0.126561501	0.936945704	0.028285576
YBL058W	SHP1	8632.379654	0.020232018	0.152920316	-0.13230432	0.894743591	0.999020118	0.000425766
YBL060W	YEL1	1985.794717	0.006323532	0.128539949	-0.049195068	0.960763842	0.999020118	0.000425766
YBL061C	SKT5	3195.295092	0.042960409	0.104362889	-0.411644502	0.680600008	0.999020118	0.000425766
YBL064C	PRX1	13950.14474	0.154445235	0.197794284	-0.780837709	0.434897952	0.999020118	0.000425766
YBL066C	SEF1	2251.327357	-0.14553673	0.097985144	1.485293828	0.137466006	0.941756255	0.026061487
YBL067C	UBP13	3278.246862	-0.127679567	0.159078011	0.802622352	0.422193045	0.999020118	0.000425766
YBL069W	AST1	3784.285357	-0.323977725	0.24118672	1.343265188	0.17918612	0.995048504	0.002155749
YBL071W-A	KTI11	2628.731645	0.03014413	0.126086405	-0.239075182	0.811047286	0.999020118	0.000425766
YBL072C	RPS8A	6537.485528	0.134672636	0.204237553	-0.659392133	0.509643992	0.999020118	0.000425766
YBL075C	SSA3	3363.313128	0.123138379	0.141124828	-0.872549366	0.38290875	0.999020118	0.000425766
YBL076C	ILS1	18047.23299	0.042487244	0.092897065	-0.457358297	0.647413534	0.999020118	0.000425766
YBL078C	ATG8	4505.779263	0.069592887	0.183872178	-0.37848514	0.70507023	0.999020118	0.000425766
YBL079W	NUP170	2366.321679	0.043678313	0.11541818	-0.378435293	0.705107254	0.999020118	0.000425766
YBL084C	CDC27	3413.27471	-0.159427901	0.121598014	1.311106125	0.189821912	0.999020118	0.000425766
YBL085W	BOI1	2663.325444	-0.222113031	0.138765655	1.600634038	0.109457999	0.93229411	0.030447059
YBL086C	YBL086C	3296.860563	0.083080864	0.261956692	-0.317154958	0.751126025	0.999020118	0.000425766
YBL087C	RPL23A	3845.783981	0.180574217	0.228149319	-0.791473839	0.428667536	0.999020118	0.000425766
YBL088C	TEL1	2117.827904	0.0707209	0.133122599	-0.531246392	0.595248049	0.999020118	0.000425766
YBL091C	MAP2	6159.680086	0.055993792	0.102157562	-0.548112059	0.583614961	0.999020118	0.000425766
YBL092W	RPL32	9249.179152	0.160802885	0.231652164	-0.694156628	0.487583989	0.999020118	0.000425766
YBL093C	ROX3	10071.5833	0.034149071	0.237867653	-0.143563324	0.885845303	0.999020118	0.000425766
YBL095W	MRX3	3074.408561	-0.043103785	0.156067504	0.276186804	0.782404592	0.999020118	0.000425766
YBL098W	BNA4	2961.741004	0.149829079	0.177867425	-0.842363794	0.399584353	0.999020118	0.000425766
YBL099W	ATP1	14880.32111	-0.063024884	0.123419658	0.51065515	0.609592551	0.999020118	0.000425766
YBL101C	ECM21	4837.405411	-0.174135713	0.168824307	1.031461144	0.302324621	0.999020118	0.000425766
YBL102W	SFT2	4606.19508	-0.055040054	0.12907292	0.426426038	0.669797432	0.999020118	0.000425766
YBL103C	RTG3	8630.430907	-0.109453208	0.120468777	0.908560801	0.363582006	0.999020118	0.000425766
YBL105C	PKC1	5500.3612	-0.063145602	0.101714646	0.620811301	0.534723787	0.999020118	0.000425766
YBL107C	MIX23	2324.564623	0.016173545	0.150303671	-0.107605789	0.914308405	0.999020118	0.000425766
YBR001C	NTH2	8445.532283	-0.160987106	0.136581491	1.178689037	0.238522023	0.999020118	0.000425766
YBR003W	COQ1	3108.643949	-0.027398648	0.160504558	0.170703243	0.864457113	0.999020118	0.000425766
YBR004C	GPI18	3074.0193	-0.598092716	0.195394148	3.060955113	0.002206322	0.21107336	0.675566576
YBR005W	RCR1	11968.74207	-0.675091976	0.276178077	2.444408275	0.014508997	0.440941608	0.355618918
YBR006W	UGA2	8477.142583	0.001589562	0.149003725	-0.010667935	0.991488381	0.999020118	0.000425766
YBR009C	HHF1	8212.101313	0.131420593	0.154634855	-0.849876915	0.395393522	0.999020118	0.000425766
YBR010W	HHT1	9768.685949	0.171541011	0.171244413	-1.001732015	0.31647304	0.999020118	0.000425766
YBR011C	IPP1	11079.07137	-0.113645868	0.130540534	0.870579157	0.383983981	0.999020118	0.000425766
YBR014C	GRX7	2713.983933	0.081826733	0.112305694	-0.728607156	0.466242	0.999020118	0.000425766
YBR015C	MNN2	4980.206663	-0.196405515	0.134485581	1.460420618	0.14417451	0.946058114	0.024082185
YBR016W	YBR016W	5923.361646	-0.353229657	0.189631788	1.862713319	0.062502611	0.809869103	0.091585169
YBR017C	KAP104	2625.558648	-0.051031895	0.087474755	0.583389977	0.559630804	0.999020118	0.000425766
YBR023C	CHS3	3413.813505	-0.020055331	0.13895202	0.144332778	0.885237697	0.999020118	0.000425766
YBR024W	SCO2	2064.834618	0.034481884	0.157859512	-0.218433998	0.827090978	0.999020118	0.000425766
YBR025C	OLA1	12214.58753	0.13032722	0.151531656	-0.860065964	0.389752682	0.999020118	0.000425766
YBR026C	ETR1	4577.024374	-0.251376088	0.182627928	1.376438372	0.168685955	0.98022975	0.008672121
YBR028C	YPK3	4070.105459	0.049068851	0.131820275	-0.372240546	0.70971376	0.999020118	0.000425766
YBR029C	CDS1	2153.183992	-0.192766508	0.153844342	1.252997058	0.210206777	0.999020118	0.000425766
YBR031W	RPL4A	4411.517125	-0.008007076	0.237776886	0.033674745	0.973136518	0.999020118	0.000425766
YBR034C	HMT1	6041.648311	0.562717913	0.196635541	-2.861730434	0.004213351	0.261219245	0.58299483
YBR035C	PDX3	9075.672409	-0.02935037	0.096380941	0.304524624	0.760728235	0.999020118	0.000425766
YBR036C	CSG2	7843.04093	-0.311918084	0.122201035	2.55249953	0.010695305	0.384455978	0.415153382
YBR039W	ATP3	6794.075092	-0.175985636	0.123094589	1.429678081	0.152809434	0.946818413	0.023733305
YBR041W	FAT1	3231.245119	0.108992088	0.174916573	-0.623108983	0.533212907	0.999020118	0.000425766
YBR043C	QDR3	6455.883182	-0.014541546	0.157601161	0.092268015	0.9264851	0.999020118	0.000425766
YBR044C	TCM62	2233.092463	0.022393338	0.11833114	-0.189242986	0.849902379	0.999020118	0.000425766
YBR045C	GIP1	3360.440246	0.031161139	0.172890132	-0.180236655	0.856966783	0.999020118	0.000425766
YBR046C	ZTA1	20583.24259	-0.180815158	0.090310763	2.002144071	0.045269239	0.746037523	0.127239328
YBR047W	FMP23	6019.604563	-0.010781485	0.158148735	0.068173071	0.945647863	0.999020118	0.000425766
YBR048W	RPS11B	4908.466848	0.239790504	0.229572998	-1.044506566	0.296251083	0.999020118	0.000425766
YBR049C	REB1	3167.712151	-0.06815876	0.101640955	0.670583627	0.502485816	0.999020118	0.000425766
YBR052C	RFS1	3343.109092	-0.111953586	0.113895343	0.98295139	0.325631364	0.999020118	0.000425766
YBR053C	YBR053C	2516.639793	0.049790583	0.193359155	-0.257503104	0.79679042	0.999020118	0.000425766
YBR054W	YRO2	98962.724	0.042447874	0.150575483	-0.281904289	0.7780169	0.999020118	0.000425766
YBR055C	PRP6	2308.357751	0.029739389	0.10246152	-0.290249346	0.771625487	0.999020118	0.000425766
YBR056W	MRX18	4885.464963	-0.042126781	0.207738415	0.202787632	0.839301025	0.999020118	0.000425766
YBR057C	MUM2	3434.130015	-0.079766203	0.102588802	0.777533237	0.436844233	0.999020118	0.000425766
YBR058C	UBP14	3555.00747	-0.024473777	0.089099936	0.274677828	0.783563767	0.999020118	0.000425766
YBR058C-A	TSC3	3170.055493	0.100793461	0.17398382	-0.579326635	0.562368797	0.999020118	0.000425766
YBR059C	AKL1	5188.311809	0.271023822	0.188393475	-1.438605145	0.150262428	0.946280151	0.02398027
YBR063C	YBR063C	3306.282476	0.062389356	0.096321767	-0.647718149	0.517167264	0.999020118	0.000425766
YBR065C	ECM2	3390.439986	-0.009556921	0.107821511	0.088636494	0.929370804	0.999020118	0.000425766
YBR066C	NRG2	6974.496717	-0.227962621	0.326959521	0.697219705	0.485665309	0.999020118	0.000425766
YBR067C	TIP1	34452.68562	-0.056859544	0.364207535	0.156118528	0.875939594	0.999020118	0.000425766
YBR068C	BAP2	45506.79446	-0.362681597	0.141000808	2.572195169	0.01010559	0.37730793	0.423304067
YBR069C	TAT1	2812.387363	-0.591918021	0.177294849	3.338608109	0.000841993	0.165575367	0.781004275
YBR071W	YBR071W	2365.043655	-0.427341313	0.1154861	3.700370098	0.000215285	0.089962328	1.045939312
YBR072W	HSP26	93357.74418	0.271048992	0.215367318	-1.258542822	0.208195511	0.999020118	0.000425766
YBR073W	RDH54	3510.793853	-0.067794742	0.088691794	0.764385726	0.444637412	0.999020118	0.000425766
YBR074W	PFF1	2722.684233	-0.006085801	0.092916224	0.065497717	0.947777724	0.999020118	0.000425766
YBR077C	SLM4	2087.914233	0.062457331	0.099186341	-0.629696895	0.528892914	0.999020118	0.000425766
YBR078W	ECM33	7052.803783	-0.581447225	0.257307994	2.259732456	0.023837861	0.553402557	0.256958839
YBR079C	RPG1	6774.121715	-0.015158771	0.180987621	0.083755846	0.933250554	0.999020118	0.000425766
YBR080C	SEC18	4101.388835	0.006532502	0.078782819	-0.082917844	0.933916865	0.999020118	0.000425766
YBR081C	SPT7	4017.456465	0.00308646	0.156865048	-0.019675892	0.984301922	0.999020118	0.000425766
YBR082C	UBC4	9445.78347	0.131642863	0.14676298	-0.89697595	0.36973175	0.999020118	0.000425766
YBR083W	TEC1	5582.817603	-0.634093774	0.290647218	2.181661257	0.029134542	0.608729844	0.215575406
YBR084C-A	RPL19A	11853.62424	0.127121557	0.187436337	-0.678211913	0.49763734	0.999020118	0.000425766
YBR084W	MIS1	2784.833483	0.065644488	0.296648464	-0.221287134	0.824868868	0.999020118	0.000425766
YBR085C-A	YBR085C-A	32078.72667	0.011801435	0.082321967	-0.143357054	0.886008199	0.999020118	0.000425766
YBR086C	IST2	5645.282218	0.117117213	0.189051398	-0.619499322	0.535587468	0.999020118	0.000425766
YBR089C-A	NHP6B	3751.748243	-0.180235228	0.103091833	1.748297839	0.080412467	0.869964006	0.060498715
YBR092C	PHO3	2204.442756	0.141426767	0.300488237	-0.470656584	0.637885993	0.999020118	0.000425766
YBR095C	RXT2	2249.563547	-0.012170059	0.098670759	0.123340076	0.901837807	0.999020118	0.000425766
YBR101C	FES1	2979.231636	0.131839277	0.137264148	-0.960478602	0.336814395	0.999020118	0.000425766
YBR102C	EXO84	2267.662484	0.018675711	0.126189262	-0.147997624	0.882344643	0.999020118	0.000425766
YBR103W	SIF2	3241.720314	-0.008474041	0.122774223	0.069021339	0.944972634	0.999020118	0.000425766
YBR104W	YMC2	4948.940562	0.192650256	0.176160646	-1.093605528	0.274128024	0.999020118	0.000425766
YBR105C	VID24	25496.58157	0.239599594	0.166469841	-1.439297305	0.150066306	0.946280151	0.02398027
YBR106W	SND3	10084.54014	0.100499237	0.231681216	-0.433782414	0.664446453	0.999020118	0.000425766
YBR108W	AIM3	3471.357839	0.11084649	0.129238313	-0.85769063	0.391063315	0.999020118	0.000425766
YBR109C	CMD1	7014.013395	0.171689471	0.136415882	-1.258573917	0.208184273	0.999020118	0.000425766
YBR110W	ALG1	3093.250096	0.038659274	0.119738249	-0.322864866	0.746797585	0.999020118	0.000425766
YBR111C	YSA1	21167.63624	0.092309004	0.151428866	-0.609586576	0.542135707	0.999020118	0.000425766
YBR112C	CYC8	2685.260111	0.008682116	0.117954332	-0.073605745	0.9413241	0.999020118	0.000425766
YBR114W	RAD16	8168.560326	0.016667711	0.207932307	-0.080159312	0.93611055	0.999020118	0.000425766
YBR117C	TKL2	4601.563196	0.187952218	0.298848234	-0.628921964	0.529400146	0.999020118	0.000425766
YBR118W	TEF2	7361.986948	0.092073371	0.129584054	-0.710530101	0.477375471	0.999020118	0.000425766
YBR121C	GRS1	6018.801111	-0.007744483	0.182485523	0.04243889	0.966148826	0.999020118	0.000425766
YBR122C	MRPL36	2392.752296	0.096531309	0.15843589	-0.609276782	0.542340994	0.999020118	0.000425766
YBR123C	TFC1	2150.633366	-0.028819126	0.1011302	0.284970519	0.775666729	0.999020118	0.000425766
YBR125C	PTC4	2115.661902	-0.158779492	0.192686616	0.824029689	0.409922689	0.999020118	0.000425766
YBR126C	TPS1	18406.51822	0.019966768	0.257673653	-0.07748859	0.938234868	0.999020118	0.000425766
YBR126W-A	MEO1	3367.03806	-0.023603468	0.144269296	0.163607012	0.870040524	0.999020118	0.000425766
YBR127C	VMA2	15833.41949	0.058745694	0.122915341	-0.477936224	0.632695598	0.999020118	0.000425766
YBR129C	OPY1	2609.014196	-0.139492604	0.110699467	1.260101859	0.20763262	0.999020118	0.000425766
YBR132C	AGP2	2755.114333	-0.662071604	0.24004496	2.758115001	0.005813574	0.307000696	0.51286064
YBR137W	YBR137W	2077.249352	-0.127162867	0.161818485	0.785836467	0.431963299	0.999020118	0.000425766
YBR139W	ATG42	3786.658116	0.067119513	0.238713032	-0.281172389	0.778578181	0.999020118	0.000425766
YBR140C	IRA1	7574.375362	0.07035741	0.153573757	-0.458134326	0.646855939	0.999020118	0.000425766
YBR142W	MAK5	3774.781034	-0.013885549	0.233984014	0.059344006	0.952678111	0.999020118	0.000425766
YBR143C	SUP45	6859.766192	0.076621648	0.125021411	-0.612868206	0.539963487	0.999020118	0.000425766
YBR145W	ADH5	10916.59376	-0.090296062	0.175375145	0.51487377	0.606641231	0.999020118	0.000425766
YBR146W	MRPS9	3916.111845	0.090681137	0.100777757	-0.899813018	0.368219765	0.999020118	0.000425766
YBR147W	RTC2	12954.06406	0.082923506	0.265090429	-0.312812145	0.754423387	0.999020118	0.000425766
YBR149W	ARA1	13809.08281	-0.401837491	0.152544628	2.63422906	0.008432858	0.348860202	0.457348572
YBR150C	TBS1	2030.402816	-0.572338452	0.227820941	2.512229339	0.011997109	0.405114513	0.392422198
YBR151W	APD1	9796.78301	-0.016048939	0.115032013	0.139517156	0.8890415	0.999020118	0.000425766
YBR153W	RIB7	2356.049779	0.062697482	0.092593838	-0.677123697	0.498327475	0.999020118	0.000425766
YBR154C	RPB5	2748.030366	0.069481618	0.171267265	-0.405691178	0.684969525	0.999020118	0.000425766
YBR155W	CNS1	2652.142643	0.472862923	0.128849734	-3.669878929	0.000242665	0.090136705	1.045098322
YBR157C	ICS2	8058.738651	-0.019086092	0.309937094	0.061580535	0.950896879	0.999020118	0.000425766
YBR159W	IFA38	2361.040548	-0.052487518	0.076280275	0.688087683	0.491397566	0.999020118	0.000425766
YBR162C	TOS1	4714.225925	-0.316316689	0.223751032	1.413699354	0.157450195	0.958504945	0.018405642
YBR162W-A	YSY6	2233.411999	-0.084892547	0.115280451	0.736400199	0.461487183	0.999020118	0.000425766
YBR163W	EXO5	2290.143736	0.160172224	0.111097213	-1.441730348	0.149378459	0.946280151	0.02398027
YBR165W	UBS1	2436.027255	0.074718727	0.118968216	-0.628056215	0.529967115	0.999020118	0.000425766
YBR166C	TYR1	3557.379426	0.260202633	0.175938956	-1.478937006	0.139157152	0.941756255	0.026061487
YBR169C	SSE2	24805.1048	0.134695946	0.207680279	-0.6485736	0.516614024	0.999020118	0.000425766
YBR170C	NPL4	5279.067555	0.050949609	0.108969775	-0.467557251	0.640101242	0.999020118	0.000425766
YBR171W	SEC66	2141.912238	0.112757086	0.098069789	-1.149763729	0.250241198	0.999020118	0.000425766
YBR172C	SMY2	3451.739932	-0.031745228	0.155988587	0.203509937	0.83873648	0.999020118	0.000425766
YBR173C	UMP1	3768.849535	-0.004122242	0.120412039	0.034234463	0.972690185	0.999020118	0.000425766
YBR177C	EHT1	7798.309535	0.150507052	0.177256194	-0.849093331	0.395829361	0.999020118	0.000425766
YBR179C	FZO1	3470.210034	0.058668062	0.097646337	-0.600821944	0.547958587	0.999020118	0.000425766
YBR182C	SMP1	3618.556878	-0.36757556	0.231949345	1.584723425	0.113029187	0.936464054	0.028508888
YBR183W	YPC1	2344.845337	-0.004484763	0.21289845	0.021065266	0.983193592	0.999020118	0.000425766
YBR187W	GDT1	2055.358577	0.28424192	0.187308737	-1.517504866	0.129139266	0.936945704	0.028285576
YBR189W	RPS9B	8163.667839	0.211305925	0.263506476	-0.801900311	0.422610626	0.999020118	0.000425766
YBR191W	RPL21A	6794.817068	0.118504654	0.253845341	-0.466838011	0.640615778	0.999020118	0.000425766
YBR192W	RIM2	2251.710651	0.217864554	0.134687482	-1.617556069	0.105758303	0.922270698	0.035141589
YBR196C	PGI1	39609.70925	0.025559151	0.131240997	-0.194749748	0.845588864	0.999020118	0.000425766
YBR199W	KTR4	9503.247159	0.165744557	0.152396743	-1.087585953	0.276777935	0.999020118	0.000425766
YBR200W	BEM1	3635.210232	0.017385878	0.105947183	-0.164099483	0.869652829	0.999020118	0.000425766
YBR201C-A	MIN7	3024.728064	0.066819112	0.115524936	-0.578395572	0.562997083	0.999020118	0.000425766
YBR202W	MCM7	2585.470401	-0.075349589	0.190746349	0.395025064	0.692824391	0.999020118	0.000425766
YBR203W	COS111	5597.640056	-0.19555096	0.265612607	0.736226197	0.461593052	0.999020118	0.000425766
YBR204C	LDH1	2523.304567	0.065873221	0.189497161	-0.347621153	0.728124718	0.999020118	0.000425766
YBR207W	FTH1	4691.26698	-0.183590007	0.151488114	1.21191031	0.225546715	0.999020118	0.000425766
YBR208C	DUR1,2	28122.75474	0.06065865	0.237654552	-0.255238747	0.798538706	0.999020118	0.000425766
YBR212W	NGR1	3406.44688	-0.168006355	0.131949744	1.273260188	0.202925729	0.999020118	0.000425766
YBR214W	SDS24	9099.46568	0.019330364	0.22663999	-0.085291056	0.932030002	0.999020118	0.000425766
YBR215W	HPC2	2311.59222	-0.092275057	0.088571066	1.041819421	0.297495408	0.999020118	0.000425766
YBR216C	YBP1	2129.872343	0.081723332	0.116903779	-0.69906493	0.484511454	0.999020118	0.000425766
YBR218C	PYC2	19315.04759	0.058516239	0.164584393	-0.355539419	0.722185519	0.999020118	0.000425766
YBR220C	YBR220C	2030.413093	-0.104633895	0.178308756	0.586812995	0.557329308	0.999020118	0.000425766
YBR221C	PDB1	14499.49415	-0.054015571	0.07496375	0.720555885	0.471182804	0.999020118	0.000425766
YBR222C	PCS60	20380.5217	-0.264524037	0.097911959	2.701651981	0.006899594	0.324264252	0.489100927
YBR225W	YBR225W	3452.756036	-0.157545814	0.13127044	1.200162158	0.230076369	0.999020118	0.000425766
YBR227C	MCX1	2867.761548	0.081496766	0.12172748	-0.669501794	0.503175437	0.999020118	0.000425766
YBR228W	SLX1	2322.058871	-0.006184324	0.104027198	0.059449103	0.952594404	0.999020118	0.000425766
YBR229C	ROT2	3428.654254	0.145549102	0.180045368	-0.808402369	0.418858989	0.999020118	0.000425766
YBR230C	OM14	12221.8872	-0.270329171	0.21085246	1.282077386	0.199815501	0.999020118	0.000425766
YBR234C	ARC40	2394.228886	0.020237831	0.098221642	-0.206042484	0.836757726	0.999020118	0.000425766
YBR235W	VHC1	3939.37345	-0.031001645	0.109001529	0.284414769	0.776092542	0.999020118	0.000425766
YBR236C	ABD1	2322.027966	0.04082074	0.103325505	-0.395069351	0.692791707	0.999020118	0.000425766
