gene	name	baseMean	log2_FC	lfcSE	stat	pvalue	padj	minus_log10_pvalue
YBL051C	PIN4	3181.109858	0.084134386	0.104660251	-0.803880984	0.421465713	0.999691806	0.000133868
YBL052C	SAS3	1362.173499	-0.15990164	0.11532455	1.386535993	0.165583298	0.999691806	0.000133868
YBL054W	TOD6	4846.767039	0.016455543	0.194115713	-0.084771826	0.932442793	0.999691806	0.000133868
YBL055C	YBL055C	2401.203148	-0.086852102	0.17744524	0.489458621	0.624517043	0.999691806	0.000133868
YBL056W	PTC3	6416.232551	0.010284245	0.08222658	-0.125072029	0.900466527	0.999691806	0.000133868
YBL057C	PTH2	1251.458924	-0.020285667	0.117886106	0.172078524	0.863375796	0.999691806	0.000133868
YBL058W	SHP1	8632.379654	0.164985783	0.152979544	-1.078482649	0.280818421	0.999691806	0.000133868
YBL059C-A	CMC2	1155.779884	-0.024534814	0.140415132	0.174730554	0.861291359	0.999691806	0.000133868
YBL059W	IAI11	413.874539	-0.128562225	0.151468528	0.848771868	0.396008247	0.999691806	0.000133868
YBL060W	YEL1	1985.794717	-0.128771336	0.129285785	0.996020841	0.319240019	0.999691806	0.000133868
YBL061C	SKT5	3195.295092	-0.189646283	0.105072065	1.804916302	0.07108778	0.999691806	0.000133868
YBL063W	KIP1	573.4448941	-0.331151921	0.249974876	1.324740812	0.185257132	0.999691806	0.000133868
YBL064C	PRX1	13950.14474	0.097415295	0.197840888	-0.492392123	0.622442166	0.999691806	0.000133868
YBL066C	SEF1	2251.327357	-0.183347974	0.098811996	1.855523424	0.063521517	0.999691806	0.000133868
YBL067C	UBP13	3278.246862	0.016071685	0.159247385	-0.100922758	0.919611777	0.999691806	0.000133868
YBL068W	PRS4	1726.386286	0.098802875	0.166177051	-0.594563896	0.552135019	0.999691806	0.000133868
YBL069W	AST1	3784.285357	0.356635364	0.2411039	-1.479177085	0.139092992	0.999691806	0.000133868
YBL071W-A	KTI11	2628.731645	0.159521241	0.126382405	-1.262210832	0.206872932	0.999691806	0.000133868
YBL072C	RPS8A	6537.485528	0.0680866	0.20433375	-0.333212697	0.738973735	0.999691806	0.000133868
YBL074C	AAR2	611.4051153	-0.018548856	0.157379019	0.117861048	0.906177757	0.999691806	0.000133868
YBL075C	SSA3	3363.313128	0.273466342	0.141341739	-1.934788298	0.05301628	0.970118247	0.013175327
YBL076C	ILS1	18047.23299	0.167294657	0.092955671	-1.799725143	0.071904049	0.999691806	0.000133868
YBL078C	ATG8	4505.779263	-0.048837925	0.184058126	0.265339684	0.790747796	0.999691806	0.000133868
YBL079W	NUP170	2366.321679	-0.229604718	0.116296517	1.974304344	0.048347147	0.965319347	0.015328989
YBL080C	PET112	1013.559416	-0.083481021	0.184514065	0.452437166	0.650954077	0.999691806	0.000133868
YBL081W	YBL081W	1509.043728	-0.07378863	0.237210577	0.311068044	0.755748894	0.999691806	0.000133868
YBL082C	ALG3	1271.737383	-0.007946461	0.112708538	0.070504519	0.943792104	0.999691806	0.000133868
YBL084C	CDC27	3413.27471	0.026502178	0.121782612	-0.217618733	0.827726187	0.999691806	0.000133868
YBL085W	BOI1	2663.325444	0.031612682	0.138922414	-0.227556382	0.819991133	0.999691806	0.000133868
YBL086C	YBL086C	3296.860563	0.179111934	0.262024699	-0.683568895	0.494247432	0.999691806	0.000133868
YBL087C	RPL23A	3845.783981	0.17332654	0.228262773	-0.759328986	0.447655782	0.999691806	0.000133868
YBL088C	TEL1	2117.827904	-0.044289302	0.133803739	0.331001973	0.740642995	0.999691806	0.000133868
YBL089W	AVT5	1876.285393	0.049858804	0.105392533	-0.473077198	0.636158104	0.999691806	0.000133868
YBL090W	MRP21	1776.340956	-0.14118559	0.083751022	1.685777507	0.091838662	0.999691806	0.000133868
YBL091C	MAP2	6159.680086	0.186447806	0.102308427	-1.822409079	0.068392938	0.999691806	0.000133868
YBL091C-A	SCS22	1277.093033	0.167798054	0.19241247	-0.872074739	0.383167606	0.999691806	0.000133868
YBL092W	RPL32	9249.179152	0.223973979	0.231690037	-0.966696637	0.333695709	0.999691806	0.000133868
YBL093C	ROX3	10071.5833	0.004509592	0.237910285	-0.018955012	0.984876994	0.999691806	0.000133868
YBL095W	MRX3	3074.408561	-0.031843995	0.156329702	0.20369766	0.838589771	0.999691806	0.000133868
YBL097W	BRN1	303.5486004	-0.271945337	0.218671996	1.243622146	0.213638662	0.999691806	0.000133868
YBL098W	BNA4	2961.741004	0.103653496	0.178148469	-0.581837703	0.560676006	0.999691806	0.000133868
YBL099W	ATP1	14880.32111	0.086928013	0.123473758	-0.70402014	0.481420231	0.999691806	0.000133868
YBL101C	ECM21	4837.405411	0.01092161	0.16890519	-0.064661189	0.948443765	0.999691806	0.000133868
YBL102W	SFT2	4606.19508	0.275512316	0.129110287	-2.133930001	0.032848511	0.848675676	0.071258245
YBL103C	RTG3	8630.430907	0.203968034	0.120496574	-1.692728909	0.09050708	0.999691806	0.000133868
YBL104C	SEA4	1843.759058	-0.188530092	0.126574685	1.489477077	0.136361785	0.999691806	0.000133868
YBL105C	PKC1	5500.3612	-0.008805432	0.101940445	0.086378196	0.931165779	0.999691806	0.000133868
YBL106C	SRO77	364.3514576	-0.240787416	0.273167751	0.881463549	0.378066975	0.999691806	0.000133868
YBL107C	MIX23	2324.564623	-0.067905068	0.150800988	0.450295909	0.652497088	0.999691806	0.000133868
YBL113C	YBL113C	472.4530021	-0.030513906	0.141813807	0.215168792	0.829635721	0.999691806	0.000133868
YBR001C	NTH2	8445.532283	0.124549934	0.136615797	-0.911680328	0.361937022	0.999691806	0.000133868
YBR002C	RER2	1410.760337	0.255621478	0.178541623	-1.431719245	0.152224186	0.999691806	0.000133868
YBR003W	COQ1	3108.643949	0.127670465	0.160663782	-0.794643717	0.42682078	0.999691806	0.000133868
YBR004C	GPI18	3074.0193	0.066412064	0.195258319	-0.340124122	0.733763057	0.999691806	0.000133868
YBR005W	RCR1	11968.74207	0.127998634	0.276155173	-0.463502576	0.643004169	0.999691806	0.000133868
YBR006W	UGA2	8477.142583	0.061620834	0.149095528	-0.41329767	0.679388536	0.999691806	0.000133868
YBR007C	DSF2	1782.557211	-0.251930644	0.156901466	1.605661508	0.108348303	0.999691806	0.000133868
YBR008C	FLR1	1138.642731	0.099807601	0.114280147	-0.87335905	0.382467404	0.999691806	0.000133868
YBR009C	HHF1	8212.101313	0.056360234	0.154744939	-0.364213748	0.715698401	0.999691806	0.000133868
YBR010W	HHT1	9768.685949	-0.002870619	0.171346713	0.01675328	0.986633442	0.999691806	0.000133868
YBR011C	IPP1	11079.07137	0.033532863	0.130604484	-0.256751239	0.797370814	0.999691806	0.000133868
YBR013C	YBR013C	905.7263822	-0.010195945	0.138752484	0.073482974	0.941421792	0.999691806	0.000133868
YBR014C	GRX7	2713.983933	0.052445887	0.112784078	-0.465011448	0.641923258	0.999691806	0.000133868
YBR015C	MNN2	4980.206663	0.037095775	0.134572017	-0.275657422	0.782811201	0.999691806	0.000133868
YBR016W	YBR016W	5923.361646	0.09113377	0.18961887	-0.480615512	0.630789788	0.999691806	0.000133868
YBR017C	KAP104	2625.558648	-0.12590836	0.08827568	1.426308585	0.153779287	0.999691806	0.000133868
YBR018C	GAL7	691.5608146	0.082327984	0.171215697	-0.480843669	0.630627611	0.999691806	0.000133868
YBR020W	GAL1	495.0309818	-0.043966822	0.134873646	0.325985271	0.744435499	0.999691806	0.000133868
YBR021W	FUR4	1504.29519	-0.086374709	0.258880158	0.333647468	0.738645594	0.999691806	0.000133868
YBR022W	POA1	1214.480521	-0.006638642	0.125141862	0.053048929	0.957692923	0.999691806	0.000133868
YBR023C	CHS3	3413.813505	-0.230813083	0.139489771	1.654695398	0.097986301	0.999691806	0.000133868
YBR024W	SCO2	2064.834618	-0.062722806	0.158359807	0.39607781	0.692047627	0.999691806	0.000133868
YBR025C	OLA1	12214.58753	0.204486253	0.151590468	-1.348938727	0.177356648	0.999691806	0.000133868
YBR026C	ETR1	4577.024374	-0.072887332	0.182707823	0.398928357	0.689945994	0.999691806	0.000133868
YBR028C	YPK3	4070.105459	-0.044590656	0.132131682	0.337471343	0.735761611	0.999691806	0.000133868
YBR029C	CDS1	2153.183992	-0.019992615	0.154055487	0.129775419	0.896744111	0.999691806	0.000133868
YBR030W	RKM3	1478.207336	-0.101570742	0.159614344	0.636350966	0.524547693	0.999691806	0.000133868
YBR031W	RPL4A	4411.517125	0.067106131	0.237854483	-0.282131035	0.777843037	0.999691806	0.000133868
YBR033W	EDS1	1844.316722	-0.02903427	0.105847989	0.274301576	0.783852874	0.999691806	0.000133868
YBR034C	HMT1	6041.648311	-0.055563335	0.19689696	0.282194988	0.777794001	0.999691806	0.000133868
YBR035C	PDX3	9075.672409	0.137533821	0.096479115	-1.425529462	0.15400421	0.999691806	0.000133868
YBR036C	CSG2	7843.04093	0.08976879	0.122199336	-0.734609474	0.462577366	0.999691806	0.000133868
YBR037C	SCO1	1560.430871	0.094085404	0.199308081	-0.472060155	0.636883852	0.999691806	0.000133868
YBR039W	ATP3	6794.075092	0.085691959	0.123158229	-0.695787519	0.486561907	0.999691806	0.000133868
YBR040W	FIG1	366.1311604	-0.127603167	0.18493422	0.689992188	0.4901991	0.999691806	0.000133868
YBR041W	FAT1	3231.245119	0.201185657	0.175083268	-1.149085567	0.250520699	0.999691806	0.000133868
YBR042C	CST26	1200.639615	0.122728012	0.200074175	-0.613412561	0.539603582	0.999691806	0.000133868
YBR043C	QDR3	6455.883182	-0.141557534	0.157785731	0.897150412	0.369638662	0.999691806	0.000133868
YBR044C	TCM62	2233.092463	-0.089326084	0.119001205	0.750631762	0.452874301	0.999691806	0.000133868
YBR045C	GIP1	3360.440246	0.38906577	0.172910735	-2.250096095	0.024442846	0.780477499	0.107639613
YBR046C	ZTA1	20583.24259	0.162356819	0.090321341	-1.797546602	0.072248887	0.999691806	0.000133868
YBR047W	FMP23	6019.604563	0.174167099	0.158218747	-1.100799385	0.270983979	0.999691806	0.000133868
YBR048W	RPS11B	4908.466848	0.122751356	0.229685104	-0.534433249	0.59304182	0.999691806	0.000133868
YBR049C	REB1	3167.712151	0.032151478	0.101969532	-0.31530475	0.752530279	0.999691806	0.000133868
YBR050C	REG2	609.285144	-0.156090612	0.247319422	0.631129614	0.527955779	0.999691806	0.000133868
YBR052C	RFS1	3343.109092	0.074653491	0.114084477	-0.654370276	0.51287328	0.999691806	0.000133868
YBR053C	YBR053C	2516.639793	0.014565553	0.193622124	-0.075226696	0.940034344	0.999691806	0.000133868
YBR054W	YRO2	98962.724	0.391071775	0.150576404	-2.597165057	0.009399674	0.552721512	0.257493633
YBR055C	PRP6	2308.357751	-0.146830966	0.103398926	1.420043434	0.155595037	0.999691806	0.000133868
YBR056W	MRX18	4885.464963	-0.022913996	0.207849667	0.110243119	0.912216567	0.999691806	0.000133868
YBR056W-A	MNC1	1694.179119	0.088443179	0.330521496	-0.267586769	0.789017417	0.999691806	0.000133868
YBR057C	MUM2	3434.130015	0.025451347	0.102896891	-0.247348065	0.804638864	0.999691806	0.000133868
YBR058C	UBP14	3555.00747	-0.022055504	0.08955676	0.246274026	0.805470115	0.999691806	0.000133868
YBR058C-A	TSC3	3170.055493	0.125886536	0.174183337	-0.722724335	0.469849262	0.999691806	0.000133868
YBR059C	AKL1	5188.311809	0.163513431	0.188555319	-0.867190763	0.385837497	0.999691806	0.000133868
YBR060C	ORC2	1125.548533	-0.041846653	0.139728403	0.299485657	0.764569514	0.999691806	0.000133868
YBR061C	TRM7	1450.801882	0.04668174	0.131596129	-0.354734901	0.722788202	0.999691806	0.000133868
YBR062C	YBR062C	1925.862012	-0.065350858	0.098009862	0.666778392	0.504913697	0.999691806	0.000133868
YBR063C	YBR063C	3306.282476	0.079319741	0.096779088	-0.819595878	0.412446524	0.999691806	0.000133868
YBR065C	ECM2	3390.439986	0.04863745	0.108142854	-0.449751868	0.652889367	0.999691806	0.000133868
YBR066C	NRG2	6974.496717	0.053174297	0.326964439	-0.162630216	0.870809595	0.999691806	0.000133868
YBR067C	TIP1	34452.68562	0.123873477	0.364207302	-0.340118049	0.73376763	0.999691806	0.000133868
YBR068C	BAP2	45506.79446	0.441402363	0.140980318	-3.130950262	0.001742417	0.211901628	0.673865706
YBR069C	TAT1	2812.387363	0.018557105	0.176918933	-0.104890441	0.916462744	0.999691806	0.000133868
YBR070C	ALG14	485.4242338	0.169009207	0.135236983	-1.249726247	0.211399566	0.999691806	0.000133868
YBR071W	YBR071W	2365.043655	-0.159927091	0.115706382	1.382180378	0.166916323	0.999691806	0.000133868
YBR072W	HSP26	93357.74418	0.432729099	0.215369877	-2.009236874	0.044512019	0.941220445	0.026308648
YBR073W	RDH54	3510.793853	0.012133636	0.089108982	-0.136166255	0.891689851	0.999691806	0.000133868
YBR074W	PFF1	2722.684233	-0.064216723	0.093590507	0.686145694	0.492621239	0.999691806	0.000133868
YBR076C-A	YBR076C-A	1178.45349	0.243780521	0.15843655	-1.538663404	0.123886491	0.999691806	0.000133868
YBR076W	ECM8	1099.915893	-0.259524717	0.243204108	1.067106632	0.285923687	0.999691806	0.000133868
YBR077C	SLM4	2087.914233	0.071594987	0.099831627	-0.717157366	0.473277003	0.999691806	0.000133868
YBR078W	ECM33	7052.803783	-0.012910693	0.257286	0.050180317	0.959978697	0.999691806	0.000133868
YBR079C	RPG1	6774.121715	-0.00360186	0.181085235	0.019890413	0.984130793	0.999691806	0.000133868
YBR080C	SEC18	4101.388835	0.008830398	0.079236451	-0.111443629	0.911264565	0.999691806	0.000133868
YBR081C	SPT7	4017.456465	-0.105679357	0.157222438	0.672164601	0.501478914	0.999691806	0.000133868
YBR082C	UBC4	9445.78347	0.215043621	0.146836239	-1.464513276	0.143053758	0.999691806	0.000133868
YBR083W	TEC1	5582.817603	-0.028044609	0.290626661	0.096497028	0.923125834	0.999691806	0.000133868
YBR084C-A	RPL19A	11853.62424	0.098156649	0.187492091	-0.523524211	0.600609508	0.999691806	0.000133868
YBR084W	MIS1	2784.833483	-0.092044742	0.296754529	0.310171312	0.756430685	0.999691806	0.000133868
YBR085C-A	YBR085C-A	32078.72667	0.282665364	0.082338042	-3.432986204	0.000596972	0.12047509	0.91910274
YBR086C	IST2	5645.282218	0.105867632	0.189161716	-0.559667328	0.575706372	0.999691806	0.000133868
YBR087W	RFC5	615.7137752	-0.144815634	0.125551158	1.153439259	0.248730136	0.999691806	0.000133868
